_unit_id,Worker Answer,context,drug_name,disease_name
2259533375,indication_treatment,"INDICATIONS AND USAGE
Eprosartan mesylate tablets are indicated for the treatment of hypertension. They may be used alone or in combination with other antihypertensives such as diuretics and calcium channel blockers.
Close",Eprosartan,hypertension
2259533320,indication_treatment,"INDICATIONS AND USAGE
Felbamate is not indicated as a first line antiepileptic treatment (see Warnings). Felbamate is recommended for use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.
If these criteria are met and the patient has been fully advised of the risk, and has provided written acknowledgement, Felbamate can be considered for either monotherapy or adjunctive therapy in the treatment of partial seizures, with and without generalization, in adults with epilepsy and as adjunctive therapy in the treatment of partial and generalized seizures associated with Lennox-Gastaut syndrome in children.
Close",Felbamate,epilepsy syndrome
2259533324,indication_treatment,"INDICATIONS AND USAGE
Felbamate is not indicated as a first line antiepileptic treatment (see Warnings). Felbamate is recommended for use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.
If these criteria are met and the patient has been fully advised of the risk, and has provided written acknowledgement, Felbamate can be considered for either monotherapy or adjunctive therapy in the treatment of partial seizures, with and without generalization, in adults with epilepsy and as adjunctive therapy in the treatment of partial and generalized seizures associated with Lennox-Gastaut syndrome in children.
Close",Felbamate,epilepsy syndrome
2259533360,indication_treatment,"INDICATIONS AND USAGE
Felbamate is not indicated as a first line antiepileptic treatment (see Warnings). Felbamate is recommended for use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.
If these criteria are met and the patient has been fully advised of the risk, and has provided written acknowledgement, Felbamate can be considered for either monotherapy or adjunctive therapy in the treatment of partial seizures, with and without generalization, in adults with epilepsy and as adjunctive therapy in the treatment of partial and generalized seizures associated with Lennox-Gastaut syndrome in children.
Close",Felbamate,epilepsy syndrome
2259533380,indication_treatment,"INDICATIONS AND USAGE
Felodipine is indicated for the treatment of hypertension.
Felodipine may be used alone or concomitantly with other antihypertensive agents.
Close",Felodipine,hypertension
2259531666,indication_symptomatic_relief,"INDICATIONS AND USAGE
Fluticasone Propionate Nasal Spray, USP, is indicated for the management of the nasal symptoms of seasonal and perennial allergic and nonallergic rhinitis in adults and pediatric patients 4 years of age and older.
Safety and effectiveness of Fluticasone Propionate Nasal Spray, USP, in children below 4 years of age have not been adequately established.
Close",Fluticasone propionate,Nonallergic rhinitis
2259533371,indication_treatment,"INDICATIONS AND USAGE
For the treatment of patients with hypokalemia, with or without metabolic alkalosis; in digitalis intoxication; and in patients with hypokalemic familial periodic paralysis. If hypokalemia is the result of diuretic therapy, consideration should be given to the use of the lower dose of a diuretic, which may be sufficient without leading to hypokalemia.
For the prevention of hypokalemia in patients who would be at particular risk if hyperkalemia were to develop e.g., digitalized patients or patients with significant cardiac arrhythmias.
The use of potassium salts in patients receiving diuretics for uncomplicated essential hypertension is often unnecessary when such patients have a normal dietary pattern and when low doses of the diuretic are used. Serum potassium should be checked periodically, however, and if hypokalemia occurs, dietary supplementation with potassium-containing foods may be adequate to control milder cases. In more severe cases, and if dose adjustment of the diuretic is ineffective or unwarranted supplementation with potassium salts may be indicated.
Close",Potassium chloride,hypertension
2259533345,indication_treatment,"INDICATIONS AND USAGE
For use in inflamed hemorrhoids, postirradiation (factitial) proctitis; as an adjunct in the treatment of chronic ulcerative colitis; cryptitis; and other inflammatory conditions of anorectum and pruritus ani.
Close",Hydrocortisone,ulcerative colitis
2259533352,indication_treatment,"INDICATIONS AND USAGE
Fosinopril sodium tablets are indicated for the treatment of hypertension. They may be used alone or in combination with thiazide diuretics.
Fosinopril sodium tablets are indicated in the management of heart failure as adjunctive therapy when added to conventional therapy including diuretics with or without digitalis (see DOSAGE AND ADMINISTRATION).
In using fosinopril sodium, consideration should be given to the fact that another angiotensin-converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen-vascular disease. Available data are insufficient to show that fosinopril sodium does not have a similar risk (see WARNINGS).
In considering use of fosinopril sodium, it should be noted that in controlled trials ACE inhibitors have an effect on blood pressure that is less in black patients than in non-blacks. In addition, ACE inhibitors (for which adequate data are available) cause a higher rate of angioedema in black than in non-black patients (see WARNINGS, Head and Neck Angioedema and Intestinal Angioedema).
Close",Fosinopril,hypertension
2259533396,indication_treatment,"INDICATIONS AND USAGE
Fosinopril sodium tablets are indicated for the treatment of hypertension. They may be used alone or in combination with thiazide diuretics.
Fosinopril sodium tablets are indicated in the management of heart failure as adjunctive therapy when added to conventional therapy including diuretics with or without digitalis (see DOSAGE AND ADMINISTRATION).
In using fosinopril sodium, consideration should be given to the fact that another angiotensin-converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen-vascular disease. Available data are insufficient to show that fosinopril sodium does not have a similar risk (see WARNINGS).
In considering use of fosinopril sodium, it should be noted that in controlled trials ACE inhibitors have an effect on blood pressure that is less in black patients than in non-blacks. In addition, ACE inhibitors (for which adequate data are available) cause a higher rate of angioedema in black than in non-black patients (see WARNINGS, Head and Neck Angioedema and Intestinal Angioedema).
Close",Fosinopril,hypertension
2259533339,indication_treatment,"INDICATIONS AND USAGE
Hydrochlorothiazide is indicated in the management of hypertension either as the sole therapeutic agent, or in combination with other antihypertensives. Unlike potassium sparing combination diuretic products, hydrochlorothiazide may be used in those patients in whom the development of hyperkalemia cannot be risked, including patients taking ACE inhibitors.

 Usage in Pregnancy: 
The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy, and there is no satisfactory evidence that they are useful in the treatment of developed toxemia.
Edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. Diuretics are indicated in pregnancy when edema is due to pathologic causes, just as they are in the absence of pregnancy. Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy which is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease), but which is associated with edema, including generalized edema in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances this edema may cause extreme discomfort which is not relieved by rest. In these cases a short course of diuretics may provide relief and may be appropriate.
Close",Hydrochlorothiazide,hypertension
2259533383,indication_treatment,"INDICATIONS AND USAGE
Hypertension
 Sectral is indicated for the management of hypertension in adults. It may be used alone or in combination with other antihypertensive agents, especially thiazide-type diuretics. 
Ventricular Arrhythmias
 Sectral is indicated in the management of ventricular premature beats; it reduces the total number of premature beats, as well as the number of paired and multiform ventricular ectopic beats, and R-on-T beats. 
Close",Acebutolol,hypertension
2259533367,indication_treatment,"INDICATIONS AND USAGE
Hypertension
Amlodipine besylate is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
Chronic Stable Angina
Amlodipine besylate is indicated for the treatment of chronic stable angina. Amlodipine besylate may be used alone or in combination with other antianginal agents.
Vasospastic Angina (Prinzmetal's or Variant Angina)
Amlodipine besylate is indicated for the treatment of confirmed or suspected vasospastic angina. Amlodipine besylate may be used as monotherapy or in combination with other antianginal drugs.
Close",Amlodipine,hypertension
2259533379,unrelated,"INDICATIONS AND USAGE
Hypertension.
Close",Methyldopa,hypertension
2259533359,indication_treatment,"INDICATIONS AND USAGE
HypertensionEnalapril maleate is indicated for the treatment of hypertension. 
  
Enalapril maleate is effective alone or in combination with other antihypertensive agents, especially thiazide-type diuretics. The blood pressure lowering effects of enalapril maleate and thiazides are approximately additive.
  
Heart FailureEnalapril maleate is indicated for the treatment of symptomatic congestive heart failure, usually in combination with diuretics and digitalis. In these patients enalapril maleate improves symptoms, increases survival, and decreases the frequency of hospitalization (see CLINICAL PHARMACOLOGY, 
  Heart Failure, Mortality Trials for details and limitations of survival trials).
  
Asymptomatic Left Ventricular DysfunctionIn clinically stable asymptomatic patients with left ventricular dysfunction (ejection fraction í¢äóÁŒ_35 percent), enalapril maleate decreases the rate of development of overt heart failure and decreases the incidence of hospitalization for heart failure. (See CLINICAL PHARMACOLOGY, 
  Heart Failure, Mortality Trials for details and limitations of survival trials.)
  
In using enalapril maleate, consideration should be given to the fact that another angiotensin converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen vascular disease, and that available data are insufficient to show that enalapril maleate does not have a similar risk. (See WARNINGS.)
  
In considering use of enalapril maleate, it should be noted that in controlled clinical trials ACE inhibitors have an effect on blood pressure that is less in black patients than in non-blacks. In addition, it should be noted that black patients receiving ACE inhibitors have been reported to have a higher incidence of angioedema compared to non-blacks. (See WARNINGS, 
  Head and Neck Angioedema.)
  
Close",Enalapril,hypertension
2259533402,indication_treatment,"INDICATIONS AND USAGE
HypertensionEnalapril maleate is indicated for the treatment of hypertension. 
  
Enalapril maleate is effective alone or in combination with other antihypertensive agents, especially thiazide-type diuretics. The blood pressure lowering effects of enalapril maleate and thiazides are approximately additive.
  
Heart FailureEnalapril maleate is indicated for the treatment of symptomatic congestive heart failure, usually in combination with diuretics and digitalis. In these patients enalapril maleate improves symptoms, increases survival, and decreases the frequency of hospitalization (see CLINICAL PHARMACOLOGY, 
  Heart Failure, Mortality Trials for details and limitations of survival trials).
  
Asymptomatic Left Ventricular DysfunctionIn clinically stable asymptomatic patients with left ventricular dysfunction (ejection fraction í¢äóÁŒ_35 percent), enalapril maleate decreases the rate of development of overt heart failure and decreases the incidence of hospitalization for heart failure. (See CLINICAL PHARMACOLOGY, 
  Heart Failure, Mortality Trials for details and limitations of survival trials.)
  
In using enalapril maleate, consideration should be given to the fact that another angiotensin converting enzyme inhibitor, captopril, has caused agranulocytosis, particularly in patients with renal impairment or collagen vascular disease, and that available data are insufficient to show that enalapril maleate does not have a similar risk. (See WARNINGS.)
  
In considering use of enalapril maleate, it should be noted that in controlled clinical trials ACE inhibitors have an effect on blood pressure that is less in black patients than in non-blacks. In addition, it should be noted that black patients receiving ACE inhibitors have been reported to have a higher incidence of angioedema compared to non-blacks. (See WARNINGS, 
  Head and Neck Angioedema.)
  
Close",Enalapril,hypertension
2259533374,indication_treatment,"INDICATIONS AND USAGE
Indapamide tablets are indicated for the treatment of hypertension, alone or in combination with other antihypertensive drugs.
Indapamide tablets are also indicated for the treatment of salt and fluid retention associated with congestive heart failure.
 Usage in Pregnancy: The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard (see PRECAUTIONS). Diuretics do not prevent development of toxemia of pregnancy, and there is no satisfactory evidence that they are useful in the treatment of developed toxemia.
Edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. Indapamide is indicated in pregnancy when edema is due to pathologic causes, just as it is in the absence of pregnancy (however, see PRECAUTIONS). Dependent edema in pregnancy, resulting from restriction of venous return by the expanded uterus, is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy which is not harmful to either the fetus or the mother (in the absence of cardiovascular disease), but which is associated with edema, including generalized edema in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort which is not relieved by rest. In these cases, a short course of diuretics may provide relief and may be appropriate.
Close",Indapamide,hypertension
2259533390,indication_treatment,"INDICATIONS AND USAGE
Labetalol HCl injection is indicated for control of blood pressure in severe hypertension.
Close",Labetalol,hypertension
2259533366,indication_treatment,"INDICATIONS AND USAGE
Methyclothiazide tablets are indicated in the management of hypertension either as the sole therapeutic agent or to enhance the effect of other antihypertensive drugs in the more severe forms of hypertension.
Methyclothiazide tablets are indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy.
Methyclothiazide tablets have also been found useful in edema due to various forms of renal dysfunction such as the nephrotic syndrome, acute glomerulonephritis, and chronic renal failure.
Usage in Pregnancy
The routine use of diuretics in an otherwise healthy pregnant woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy, and there is no satisfactory evidence that they are useful in the treatment of developed toxemia.
Edema during pregnancy may arise from pathological causes or from the physiological and mechanical consequences of pregnancy. Thiazides are indicated in pregnancy when edema is due to pathological causes, just as they are in the absence of pregnancy (see PRECAUTIONS: Pregnancy). Dependent edema in pregnancy, resulting from restriction of venous return by the expanded uterus, is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy that is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease), but that is associated with edema, including generalized edema, in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort that is not relieved by rest. In these cases, a short course of diuretics may provide relief and may be appropriate.
Close",Methyclothiazide,hypertension
2259533399,indication_treatment,"INDICATIONS AND USAGE
MYKROX Tablets are indicated for the treatment of hypertension, alone or in combination with other antihypertensive drugs of a different class. 
 MYKROX TABLETS HAVE NOT BEEN EVALUATED FOR THE TREATMENT OF CONGESTIVE HEART FAILURE OR FLUID RETENTION DUE TO RENAL OR HEPATIC DISEASE AND THE CORRECT DOSAGE FOR THESE CONDITIONS AND OTHER EDEMA STATES HAS NOT BEEN ESTABLISHED.  
 SINCE A SAFE AND EFFECTIVE DIURETIC DOSE HAS NOT BEEN ESTABLISHED, MYKROX TABLETS SHOULD NOT BE USED WHEN DIURESIS IS DESIRED.  
Usage in Pregnancy
The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy, and there is no evidence that they are useful in the treatment of developed toxemia (see PRECAUTIONS).
Edema during pregnancy may arise from pathologic causes or from the physiologic and mechanical consequences of pregnancy. MYKROX is not indicated for the treatment of edema in pregnancy. Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy which is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease), but which is associated with edema, including generalized edema, in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort which is not relieved by rest. In these cases, a short course of diuretics may be appropriate.
Close",Metolazone,hypertension
2259533382,indication_treatment,"INDICATIONS AND USAGE
Nifedipine extended-release tablets is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
Close",Nifedipine,hypertension
2259533394,indication_treatment,"INDICATIONS AND USAGE
Nisoldipine is indicated for the treatment of hypertension. It maybe used alone or in combination with other antihypertensive agents.
Close",Nisoldipine,hypertension
2259533398,indication_treatment,"INDICATIONS AND USAGE
Ocupress Ophthalmic Solution, 1%, has been shown to be effective in lowering intraocular pressure and may be used in patients with chronic open-angle glaucoma and intraocular hypertension. It may be used alone or in combination with other intraocular pressure lowering medications.
Close",Carteolol,hypertension
2259536382,indication_symptomatic_relief,"INDICATIONS AND USAGE
Perennial Allergic Rhinitis
Cetirizine hydrochloride syrup is indicated for the relief of symptoms associated with perennial allergic rhinitis due to allergens such as dust mites, animal dander and molds in children 6 to 23 months of age. Symptoms treated effectively include sneezing, rhinorrhea, postnasal discharge, nasal pruritus, ocular pruritus, and tearing. 
Chronic Urticaria
Cetirizine hydrochloride syrup is indicated for the treatment of the uncomplicated skin manifestations of chronic idiopathic urticaria in adults and children 6 months to 5 years of age. It significantly reduces the occurrence, severity, and duration of hives and significantly reduces pruritus.
Close",Cetirizine,Pruritus
2259536480,indication_symptomatic_relief,"INDICATIONS AND USAGE
Perennial Allergic Rhinitis
Cetirizine hydrochloride syrup is indicated for the relief of symptoms associated with perennial allergic rhinitis due to allergens such as dust mites, animal dander and molds in children 6 to 23 months of age. Symptoms treated effectively include sneezing, rhinorrhea, postnasal discharge, nasal pruritus, ocular pruritus, and tearing. 
Chronic Urticaria
Cetirizine hydrochloride syrup is indicated for the treatment of the uncomplicated skin manifestations of chronic idiopathic urticaria in adults and children 6 months to 5 years of age. It significantly reduces the occurrence, severity, and duration of hives and significantly reduces pruritus.
Close",Cetirizine,Pruritus
2259533377,indication_treatment,"INDICATIONS AND USAGE
Pindolol tablets are indicated in the management of hypertension. It may be used alone or concomitantly with other antihypertensive agents, particularly with a thiazide-type diuretic.
Close",Pindolol,hypertension
2259533395,indication_treatment,"INDICATIONS AND USAGE
Prazosin hydrochloride capsules are indicated in the treatment of hypertension. They can be used alone or in combination with other antihypertensive drugs such as diuretics or beta-adrenergic blocking agents.
Close",Prazosin,hypertension
2259533353,indication_treatment,"INDICATIONS AND USAGE
Thalitoneí‰Œ¬ (chlorthalidone USP) is indicated in the management of hypertension either alone or in combination with other antihypertensive drugs.
Chlorthalidone is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. 
Chlorthalidone has also been found useful in edema due to various forms of renal dysfunction such as nephrotic syndrome, acute glomerulonephritis, and chronic renal failure.
 Usage in Pregnancyí‰Œæ The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of developed toxemia.
Edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. Chlorthalidone is indicated in pregnancy when edema is due to pathologic causes just as it is in the absence of pregnancy (however, see WARNINGS below). Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy that is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease) but that is associated with edema, including generalized edema, in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort that is not relieved by rest. In these cases, a short course of diuretics may provide relief and may be appropriate.
Close",Chlorthalidone,hypertension
2259533392,indication_treatment,"INDICATIONS AND USAGE
Thalitoneí‰Œ¬ (chlorthalidone USP) is indicated in the management of hypertension either alone or in combination with other antihypertensive drugs.
Chlorthalidone is indicated as adjunctive therapy in edema associated with congestive heart failure, hepatic cirrhosis, and corticosteroid and estrogen therapy. 
Chlorthalidone has also been found useful in edema due to various forms of renal dysfunction such as nephrotic syndrome, acute glomerulonephritis, and chronic renal failure.
 Usage in Pregnancyí‰Œæ The routine use of diuretics in an otherwise healthy woman is inappropriate and exposes mother and fetus to unnecessary hazard. Diuretics do not prevent development of toxemia of pregnancy and there is no satisfactory evidence that they are useful in the treatment of developed toxemia.
Edema during pregnancy may arise from pathological causes or from the physiologic and mechanical consequences of pregnancy. Chlorthalidone is indicated in pregnancy when edema is due to pathologic causes just as it is in the absence of pregnancy (however, see WARNINGS below). Dependent edema in pregnancy resulting from restriction of venous return by the expanded uterus is properly treated through elevation of the lower extremities and use of support hose; use of diuretics to lower intravascular volume in this case is illogical and unnecessary. There is hypervolemia during normal pregnancy that is harmful to neither the fetus nor the mother (in the absence of cardiovascular disease) but that is associated with edema, including generalized edema, in the majority of pregnant women. If this edema produces discomfort, increased recumbency will often provide relief. In rare instances, this edema may cause extreme discomfort that is not relieved by rest. In these cases, a short course of diuretics may provide relief and may be appropriate.
Close",Chlorthalidone,hypertension
2259536377,indication_treatment,"INDICATIONS AND USAGE
Torsemide tablets are indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
Torsemide tablets are indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536475,indication_treatment,"INDICATIONS AND USAGE
Torsemide tablets are indicated for the treatment of edema associated with congestive heart failure, renal disease, or hepatic disease. Use of torsemide has been found to be effective for the treatment of edema associated with chronic renal failure. Chronic use of any diuretic in hepatic disease has not been studied in adequate and well-controlled trials.
Torsemide tablets are indicated for the treatment of hypertension alone or in combination with other antihypertensive agents.
Close",Torasemide,Edema
2259536368,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536369,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536370,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536371,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536466,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536467,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536468,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536469,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259537003,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259533322,indication_treatment,"INDICATIONS AND USAGE
Zarontin is indicated for the control of absence (petit mal) epilepsy.
Close",Ethosuximide,epilepsy syndrome
2259533325,indication_treatment,"INDICATIONS AND USAGE
Zarontin is indicated for the control of absence (petit mal) epilepsy.
Close",Ethosuximide,epilepsy syndrome
2259536372,indication_treatment,"INDICATIONS AND USAGE:
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
2259536470,indication_treatment,"INDICATIONS AND USAGE:
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
4852976010,effect,"INDICATIONS AND USAGE
CLEOCIN T Topical Solution, CLEOCIN T Topical Gel and CLEOCIN T Topical Lotion are indicated in the treatment of acne vulgaris. In view of the potential for diarrhea, bloody diarrhea and pseudomembranous colitis, the physician should consider whether other agents are more appropriate (see CONTRAINDICATIONS, WARNINGS and ADVERSE REACTIONS).
Close",Clindamycin,COLITIS
4852988929,contraindication,"INDICATIONS AND USAGE
Baclofen is useful for the alleviation of signs and symptoms of spasticity resulting from multiple sclerosis, particularly for the relief of flexor spasms and concomitant pain, clonus, and muscular rigidity.
Patients should have reversible spasticity so that baclofen treatment will aid in restoring residual function. Baclofen may also be of some value in patients with spinal cord injuries and other spinal cord diseases. 
Baclofen is not indicated in the treatment of skeletal muscle spasm resulting from rheumatic disorders. The efficacy of baclofen in stroke, cerebral palsy, and ParkinsonÃ¢â‚¬â„¢s disease has not been established and, therefore, it is not recommended for these conditions.
Close",Baclofen,skeletal muscle spasm
4852989370,indication_treatment,"INDICATIONS AND USAGE

Hypertension
AVAPRO (irbesartan) is indicated for the treatment of hypertension. It may be used alone or in combination with other antihypertensive agents.
Nephropathy in Type 2 Diabetic Patients
AVAPRO is indicated for the treatment of diabetic nephropathy with an elevated serum creatinine and proteinuria (>300 mg/day) in patients with type 2 diabetes and hypertension. In this population, AVAPRO reduces the rate of progression of nephropathy as measured by the occurrence of doubling of serum creatinine or end-stage renal disease (need for dialysis or renal transplantation) (see CLINICAL PHARMACOLOGY: Clinical Studies).
Close",Irbesartan,hypertension
4852995415,contraindication,"1 INDICATIONS AND USAGE

1.1 Monotherapy and Combination Therapy
ACTOS is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus in multiple clinical settings [see Clinical Studies (14)].
1.2 Important Limitation of Use
 ACTOS exerts its antihyperglycemic effect only in the presence of endogenous insulin. ACTOS should not be used to treat type 1 diabetes or diabetic ketoacidosis, as it would not be effective in these settings. 
 Use caution in patients with liver disease [see Warnings and Precautions (5.3)]. 
Close",Pioglitazone,DIABETIC KETOACIDOSIS
4853004612,indication_symptomatic_relief,"INDICATIONS AND USAGE
Augmented Betamethasone Dipropionate Ointment is indicated for relief of the inflammatory and pruritic manifestations of corticosteroid-responsive dermatoses.
Close",Betamethasone,corticosteroid-responsive dermatoses
4853006850,effect,"INDICATIONS AND USAGE
 ClindacinÃ¢â‚¬Â¢PÃ‚Â® is indicated in the treatment of acne vulgaris. In view of the potential for diarrhea, bloody diarrhea and pseudomembranous colitis, the physician should consider whether other agents are more appropriate (see CONTRAINDICATIONS, WARNINGS and ADVERSE REACTIONS).
Close",Clindamycin,DIARRHEA
4853014069,effect,"*Early clinical studies and incidence rates from early clinical experience with allopurinol suggested that these adverse reactions were found to occur at a rate of greater than 1%. The most frequent event observed was acute attacks of gout following the initiation of therapy. Analyses of current usage suggest that the incidence of these adverse reactions is now less than 1%. The explanation for this decrease has not been determined, but it may be due to following recommended usage (see ADVERSE REACTIONS introduction, INDICATIONS AND USAGE, PRECAUTIONS, and DOSAGE AND ADMINISTRATION).",Allopurinol,GOUT
4856190901,contraindication,"INDICATIONS AND USAGE
Ketoconazole tablets are not indicated for treatment of onychomycosis, cutaneous dermatophyte infections, or Candida infections.
Ketoconazole tablets should be used only when other effective antifungal therapy is not available or tolerated and the potential benefits are considered to outweigh the potential risks.
Ketoconazole tablets are indicated for the treatment of the following systemic fungal infections in patients who have failed or who are intolerant to other therapies: blastomycosis, coccidioidomycosis, histoplasmosis, chromomycosis, and paracoccidioidomycosis. Ketoconazole tablets should not be used for fungal meningitis because it penetrates poorly into the cerebrospinal fluid.
Close",Ketoconazole,MENINGITIS
4856231507,effect,"INDICATIONS AND USAGE
Felbamate is not indicated as a first line antiepileptic treatment (see Warnings). Felbamate is recommended for use only in those patients who respond inadequately to alternative treatments and whose epilepsy is so severe that a substantial risk of aplastic anemia and/or liver failure is deemed acceptable in light of the benefits conferred by its use.
If these criteria are met and the patient has been fully advised of the risk, and has provided written acknowledgement, Felbamate can be considered for either monotherapy or adjunctive therapy in the treatment of partial seizures, with and without generalization, in adults with epilepsy and as adjunctive therapy in the treatment of partial and generalized seizures associated with Lennox-Gastaut syndrome in children.
Close",Felbamate,anemia
4856234731,indication_treatment,"INDICATIONS AND USAGE
Tranexamic acid injection is indicated in patients with hemophilia for short-term use (two to eight days) to reduce or prevent hemorrhage and reduce the need for replacement therapy during and following tooth extraction.
Close",Tranexamic acid,Hemorrhage
