Drug	Disease
DB00759	C1997322
DB00759	C0029076
DB00759	C0854211
DB00759	C0029291
DB00759	C0041471
DB00759	C0153193
DB00759	C0006309
DB00759	C0040592
DB00759	C0009768
DB00759	C0042029
DB00759	C0039128
DB00759	C0729586
DB00759	C0031350
DB00759	C0034362
DB00759	C0153196
DB00759	C0018190
DB00759	C0275665
DB00759	C0006277
DB00759	C0043388
DB00759	C0149704
DB00759	C0001144
DB00759	C0153195
DB00760	C0276075
DB00760	C1632842
DB00760	C0025294
DB00760	C0031154
DB00760	C0085437
DB00760	C0025295
DB00760	C0154639
DB00760	C1112209
DB00760	C0243001
DB00761	C0009806
DB00761	C0426639
DB00761	C0020621
DB00762	C1282500
DB00762	C0346976
DB00763	C0020550
DB00764	C0033777
DB00764	C0079773
DB00764	C0149922
DB00764	C0036508
DB00764	C0004096
DB00764	C0406326
DB00764	C0406317
DB00764	C0033775
DB00764	C2607914
DB00764	C0015230
DB00764	C0011616
DB00764	C0155877
DB00764	C0085074
DB00764	C0155880
DB00764	C0024138
DB00765	C0031511
DB00766	C0577708
DB00766	C0519030
DB00766	C0520775
DB00766	C0684256
DB00766	C0343402
DB00766	C0035468
DB00766	C0155862
DB00766	C2887088
DB00766	C0877633
DB00766	C1997728
DB00766	C0729524
DB00766	C0275556
DB00766	C2349530
DB00766	C0178299
DB00766	C0729586
DB00766	C0857831
DB00766	C2887096
DB00766	C0276088
DB00766	C0014836
DB00766	C0276026
DB00766	C1318973
DB00766	C0749955
DB00766	C0042029
DB00766	C0004626
DB00766	C0032308
DB00768	C2607914
DB00768	C0018621
DB00768	C0009766
DB00770	C0242855
DB00770	C0243002
DB00770	C0003492
DB00770	C0039685
DB00770	C0242350
DB00771	C0022104
DB00771	C0014356
DB00772	C0030757
DB00773	C0149925
DB00774	C0020538
DB00774	C0013604
DB00775	C0542269
DB00775	C0948089
DB00776	C2711653
DB00776	C0014547
DB00776	C0234974
DB00780	C0011581
DB00781	C0729587
DB00781	C0005743
DB00781	C0042164
DB00781	C0010032
DB00781	C0042029
DB00781	C0009768
DB00781	C0029878
DB00781	C0022568
DB00781	C0854211
DB00781	C0684256
DB00782	C0030920
DB00783	C0278488
DB00783	C0221392
DB00783	C0520577
DB00783	C0520676
DB00783	C0001144
DB00783	C0156393
DB00783	C0271578
DB00783	C0600142
DB00783	C0936223
DB00784	C0013390
DB00784	C0030193
DB00787	C0008049
DB00787	C0349719
DB00787	C1274323
DB00787	C0019345
DB00787	C0019360
DB00787	C0276226
DB00787	C0019348
DB00787	C0019342
DB00787	C1274321
DB00788	C0003862
DB00788	C0003873
DB00788	C0037195
DB00788	C0013390
DB00788	C1260880
DB00788	C0393735
DB00788	C0149931
DB00788	C0029408
DB00788	C0015967
DB00788	C0006444
DB00788	C0231528
DB00788	C0030193
DB00788	C0018099
DB00788	C0039503
DB00788	C0038013
DB00788	C0040460
DB00790	C0020538
DB00791	C0024305
DB00791	C0032463
DB00791	C0023473
DB00791	C0023434
DB00792	C0033774
DB00792	C0343065
DB00792	C2607914
DB00792	C1260880
DB00792	C0042109
DB00792	C0035460
DB00792	C0027424
DB00792	C0037383
DB00792	C0009766
DB00793	C1384589
DB00793	C0040252
DB00793	C0040259
DB00794	C0234974
DB00794	C2711653
DB00794	C0270425
DB00794	C0014544
DB00794	C0494475
DB00794	C0014549
DB00794	C0238111
DB00794	C0014547
DB00795	C0003873
DB00795	C0009324
DB00796	C0020538
DB00796	C0264716
DB00797	C0007820
DB00797	C0031190
DB00797	C0042373
DB00798	C0276089
DB00798	C3163829
DB00798	C3665869
DB00798	C0085437
DB00798	C0152973
DB00798	C0178299
DB00798	C0085394
DB00798	C0155860
DB00798	C2242472
DB00798	C1096258
DB00798	C0684256
DB00798	C0009768
DB00798	C0008311
DB00798	C0854211
DB00798	C0035468
DB00798	C0004626
DB00798	C0276088
DB00798	C0010930
DB00798	C0016436
DB00798	C0005743
DB00798	C0549398
DB00798	C2887096
DB00798	C0031154
DB00798	C0456107
DB00798	C1096254
DB00798	C0014836
DB00798	C0014347
DB00798	C0276075
DB00798	C0339968
DB00798	C0157749
DB00798	C1112209
DB00798	C0030578
DB00798	C0456103
DB00798	C0577690
DB00798	C0729587
DB00798	C0343402
DB00798	C1260917
DB00798	C0745528
DB00798	C0016867
DB00799	C0001144
DB00799	C0033860
DB00799	C2677857
DB00800	C0745138
DB00800	C0024588
DB00801	C0003467
DB00803	C0854135
DB00803	C0948205
DB00803	C0022729
DB00803	C0029878
DB00804	C0022104
DB00806	C0085096
DB00808	C0020538
DB00808	C0013604
DB00809	C0026961
DB00809	C0235238
DB00810	C0015371
DB00810	C0242422
DB00810	C0030567
DB00810	C0030568
DB00811	C0524910
DB00811	C0035235
DB00813	C2215257
DB00813	C0030193
DB00814	C0003873
DB00814	C0029408
DB00816	C0006277
DB00816	C0034067
DB00816	C0347950
DB00816	C0004096
DB00819	C0271152
DB00819	C0014553
DB00819	C0017612
DB00819	C0085649
DB00819	C0149893
DB00819	C0013604
DB00819	C0017605
DB00819	C0002351
DB00820	C0020542
DB00820	C0242350
DB00820	C1739363
DB00822	C0001973
DB00825	C0040262
DB00825	C0152030
DB00825	C0033774
DB00825	C0423775
DB00825	C0038048
DB00825	C0857177
DB00825	C0235339
DB00825	C0011974
DB00825	C0004604
DB00825	C0036508
DB00826	C0339170
DB00826	C1262117
DB00827	C0042029
DB00828	C0577708
DB00828	C0042029
DB00828	C0749958
DB00829	C0001957
DB00829	C0038220
DB00829	C0003467
DB00829	C0236663
DB00829	C0026838
DB00829	C0039614
DB00830	C0028754
DB00831	C0036341
DB00831	C0003467
DB00832	C0014544
DB00832	C0014553
DB00833	C0339932
DB00833	C0040425
DB00833	C0275804
DB00833	C0041912
DB00833	C0276026
DB00833	C0032285
DB00833	C0149725
DB00833	C0042029
DB00833	C0031350
DB00833	C0178299
DB00833	C1318973
DB00833	C0729586
DB00834	C0156543
DB00835	C0009766
DB00835	C0392171
DB00835	C2607914
DB00835	C0018621
DB00835	C0042109
DB00835	C0033774
DB00835	C0343065
DB00835	C1260880
DB00835	C0035460
DB00836	C0277528
DB00836	C0011991
DB00838	C0406326
DB00838	C0036508
DB00838	C0033775
DB00838	C0149922
DB00838	C0011616
DB00838	C0406317
DB00838	C0079773
DB00838	C0033777
DB00838	C0024138
DB00838	C0015230
DB00838	C0085074
DB00839	C0011860
DB00841	C0036980
DB00841	C0581377
DB00841	C1961112
DB00842	C0003467
DB00842	C0001957
DB00843	C0002395
DB00844	C0030193
DB00844	C0474368
DB00845	C1563054
DB00845	C0085652
DB00845	C0343467
DB00845	C0023343
DB00845	C1562585
DB00846	C0024138
DB00846	C0033777
DB00846	C0406317
DB00846	C0406326
DB00846	C0015230
DB00846	C0011616
DB00846	C0085074
DB00846	C0149922
DB00846	C0036508
DB00846	C0033775
DB00846	C0079773
DB00846	C0011615
DB00847	C2931187
DB00849	C0233485
DB00849	C0014549
DB00849	C0233494
DB00849	C0014544
DB00849	C0003467
DB00850	C0027498
DB00850	C0036341
DB00850	C0338908
DB00851	C0019829
DB00851	C0860594
DB00852	C0393735
DB00852	C0027424
DB00852	C1260880
DB00852	C0009766
DB00852	C0018621
DB00852	C0035460
DB00852	C2607914
DB00852	C0392171
DB00852	C0037195
DB00852	C0035455
DB00852	C0009443
DB00853	C0334579
DB00853	C0349543
DB00854	C0030193
DB00855	C0022602
DB00856	C0026838
DB00857	C0040261
DB00857	C0040259
DB00857	C0040262
DB00857	C1274470
DB00857	C0040250
DB00857	C1384589
DB00857	C1274469
DB00857	C0040252
DB00858	C0010043
DB00858	C0022081
DB00858	C0035854
DB00858	C1260899
DB00858	C0042164
DB00858	C0002874
DB00858	C0423234
DB00858	C0022073
DB00858	C0009766
DB00858	C1275687
DB00858	C0010032
DB00858	C0010543
DB00858	C0178416
DB00859	C0003873
DB00859	C0019202
DB00859	C0010691
DB00860	C0009768
DB00860	C0005743
DB00860	C0022073
DB00860	C0729587
DB00860	C0011615
DB00860	C0033777
DB00860	C0033775
DB00860	C0024138
DB00860	C0149922
DB00860	C0079773
DB00860	C0011616
DB00860	C0085074
DB00860	C0015230
DB00860	C0406326
DB00860	C0036508
DB00860	C0406317
DB00860	C0029077
DB00860	C0026948
DB00860	C0009324
DB00860	C1527407
DB00860	C0001403
DB00860	C0026857
DB00860	C0003868
DB00860	C0151467
DB00860	C0015397
DB00860	C0039103
DB00860	C0854211
DB00860	C0036830
DB00860	C0026769
DB00860	C1527336
DB00860	C0027726
DB00860	C0349790
DB00860	C0003872
DB00860	C0038325
DB00860	C0035439
DB00860	C0010543
DB00860	C0024301
DB00860	C0021390
DB00860	C0022568
DB00860	C0038013
DB00860	C0423234
DB00860	C0010346
DB00860	C0002875
DB00860	C0033860
DB00860	C0038218
DB00860	C0242459
DB00860	C0010032
DB00860	C0042164
DB00860	C0024305
DB00860	C0023449
DB00860	C0014742
DB00860	C0024141
DB00860	C0405580
DB00860	C0701163
DB00860	C0011606
DB00860	C0030807
DB00860	C0406486
DB00860	C0005138
DB00860	C1260899
DB00860	C0006444
DB00860	C0014488
DB00860	C0549398
DB00860	C0154301
DB00860	C0039483
DB00860	C1275687
DB00860	C0036202
DB00860	C0004031
DB00860	C2894027
DB00860	C0345468
DB00860	C0004364
DB00860	C0004096
DB00860	C0010043
DB00860	C0035854
DB00860	C0002390
DB00860	C0040147
DB00860	C0011608
DB00860	C0032533
DB00860	C0010930
DB00860	C0003873
DB00860	C0002994
DB00860	C0002880
DB00860	C0037274
DB00860	C0001627
DB00860	C0039520
DB00860	C0022081
DB00860	C0006114
DB00860	C2607914
DB00860	C0149911
DB00860	C0041321
DB00860	C0039503
DB00860	C0019829
DB00860	C0034069
DB00860	C0009766
DB00860	C1761609
DB00860	C0023052
DB00861	C0029408
DB00861	C0003873
DB00861	C0030193
DB00861	C0150055
DB00862	C0242350
DB00863	C0267055
DB00863	C0013295
DB00863	C0043515
DB00863	C0013395
DB00863	C0017168
DB00863	C0018834
DB00863	C0038358
DB00864	C0345468
DB00864	C0238217
DB00864	C0400968
DB00865	C0028754
DB00867	C0022876
DB00868	C0010200
DB00869	C0017612
DB00869	C0028840
DB00871	C0034067
DB00871	C0033774
DB00871	C0013238
DB00871	C0004096
DB00871	C0152030
DB00871	C0006277
DB00871	C0347950
DB00872	C0020625
DB00873	C0022081
DB00873	C0153027
DB00873	C0010032
DB00873	C0339293
DB00873	C0259799
DB00873	C0035854
DB00873	C1275687
DB00873	C0022073
DB00873	C0042165
DB00873	C0406486
DB00873	C0009766
DB00874	C0393735
DB00874	C0015967
DB00874	C0035455
DB00874	C0009443
DB00874	C0392171
DB00874	C2607914
DB00874	C0027424
DB00874	C1260880
DB00874	C0037195
DB00874	C0010200
DB00875	C0036341
DB00876	C0020538
DB00877	C0007134
DB00877	C0334634
DB00877	C0349649
DB00878	C0017574
DB00879	C0019693
DB00880	C0013604
DB00880	C0745138
DB00880	C0020538
DB00880	C0264716
DB00881	C0020538
DB00881	C0264716
DB00882	C0021361
DB00883	C0264716
DB00883	C0002962
DB00884	C0029401
DB00884	C0029458
DB00884	C0029456
DB00885	C0009766
DB00885	C0004096
DB00885	C2607914
DB00887	C0866125
DB00887	C0013604
DB00888	C0019829
DB00888	C0242379
DB00888	C0024305
DB00888	C0220655
DB00888	C0079773
DB00888	C0023434
DB00888	C0023473
DB00888	C0080032
DB00888	C0220656
DB00888	C0026948
DB00889	C0401160
DB00890	C1384606
DB00890	C0156393
DB00890	C0221392
DB00891	C0011608
DB00894	C3163805
DB00896	C0042164
DB00897	C0917801
DB00899	C2215257
DB00900	C0019693
DB00902	C0033774
DB00902	C2607914
DB00902	C0027424
DB00902	C0002994
DB00902	C0343065
DB00902	C1260880
DB00902	C0042109
DB00902	C0009766
DB00902	C0037383
DB00903	C0013604
DB00904	C0401160
DB00905	C0017612
DB00905	C0028840
DB00905	C0155213
DB00906	C2711653
DB00906	C0234974
DB00908	C2316460
DB00911	C0152499
DB00911	C0040921
DB00911	C0085166
DB00911	C0023886
DB00911	C0017536
DB00912	C0011860
DB00915	C0015371
DB00915	C0030567
DB00915	C0242422
DB00915	C2711180
DB00915	C0030568
DB00916	C0023886
DB00916	C2062454
DB00916	C0854328
DB00916	C0684256
DB00916	C0152499
DB00916	C1263758
DB00916	C0157749
DB00916	C0040921
DB00916	C0023885
DB00916	C0149725
DB00916	C0041343
DB00916	C1112209
DB00916	C0031154
DB00916	C0085166
DB00916	C2242472
DB00916	C0178299
DB00916	C0017536
DB00916	C0006105
DB00916	C0865436
DB00916	C0276064
DB00916	C0243001
DB00916	C0014179
DB00917	C0549315
DB00917	C0156543
DB00917	C0000810
DB00918	C0149931
DB00919	C0744451
DB00919	C0275665
DB00919	C0018081
DB00919	C0153195
DB00919	C0275652
DB00920	C0009766
DB00921	C0524662
DB00921	C0150055
DB00921	C2215257
DB00921	C0278140
DB00922	C0018802
DB00924	C0026838
DB00925	C0031511
DB00927	C0014869
DB00927	C0013295
DB00927	C0043515
DB00927	C0013395
DB00927	C0018834
DB00927	C0267055
DB00927	C0038358
DB00927	C0017168
DB00929	C0032797
DB00930	C0020443
DB00931	C0152516
DB00932	C0019693
DB00933	C0036341
DB00934	C0338908
DB00934	C0011581
DB00935	C1260880
DB00935	C0027424
DB00935	C0235267
DB00936	C2607914
DB00936	C0029408
DB00936	C0870082
DB00936	C0015967
DB00936	C0036508
DB00936	C0423775
DB00936	C0009443
DB00936	C0042548
DB00936	C0001144
DB00936	C0040259
DB00936	C0003873
DB00936	C0030193
DB00936	C0040252
DB00936	C0234925
DB00936	C0039103
DB00936	C0475811
DB00936	C0157726
DB00936	C0392171
DB00936	C0149931
DB00936	C0004604
DB00936	C0393735
DB00936	C0037195
DB00936	C0040460
DB00936	C0027051
DB00936	C0003862
DB00936	C0857177
DB00937	C0028754
DB00938	C0155880
DB00938	C0034067
DB00938	C0155877
DB00939	C0029408
DB00939	C0003873
DB00939	C0025323
DB00939	C0013390
DB00939	C0030193
DB00940	C0030920
DB00940	C0038358
DB00940	C0042024
DB00942	C0030567
DB00943	C0019693
DB00945	C0003873
DB00945	C0392171
DB00945	C0149931
DB00945	C0004604
DB00945	C0029408
DB00945	C0393735
DB00945	C0009443
DB00945	C0030193
DB00945	C0037195
DB00945	C0040460
DB00945	C0027051
DB00945	C0003862
DB00945	C0857177
DB00946	C0040053
DB00946	C0027051
DB00946	C0040038
DB00948	C0684256
DB00948	C0042029
DB00948	C1112209
DB00948	C0155860
DB00948	C0178299
DB00948	C1096258
DB00948	C1279247
DB00948	C0085394
DB00948	C0032290
DB00948	C0276026
DB00948	C0276089
DB00948	C0153196
DB00948	C0018081
DB00948	C0153195
DB00948	C0275652
DB00948	C0343402
DB00949	C0234974
DB00949	C0238111
DB00949	C0014544
DB00950	C0578870
DB00950	C0018621
DB00950	C0009766
DB00950	C2607914
DB00950	C0037383
DB00951	C0275959
DB00951	C0041327
DB00952	C0149931
DB00953	C0149931
DB00954	C1318973
DB00954	C0031350
DB00954	C0339932
DB00954	C0857846
DB00954	C0275804
DB00954	C0006277
DB00954	C0040425
DB00954	C0554628
DB00954	C0032285
DB00954	C0178299
DB00954	C0032302
DB00956	C1260880
DB00956	C0027424
DB00956	C0010200
DB00956	C0035455
DB00956	C0030193
DB00956	C2607914
DB00956	C0009443
DB00957	C0001144
DB00957	C0221392
DB00957	C0156393
DB00957	C0600142
DB00958	C1140680
DB00959	C0026948
DB00959	C0004096
DB00959	C0003873
DB00959	C0035439
DB00959	C0033775
DB00959	C0023052
DB00959	C0001627
DB00959	C0037274
DB00959	C0003872
DB00959	C0001403
DB00959	C0349790
DB00959	C0014488
DB00959	C0011606
DB00959	C0026769
DB00959	C0149922
DB00959	C0003868
DB00959	C0040147
DB00959	C0002880
DB00959	C0406317
DB00959	C0079773
DB00959	C0019829
DB00959	C0011608
DB00959	C0006114
DB00959	C0024301
DB00959	C0005138
DB00959	C0024305
DB00959	C0014742
DB00959	C0015230
DB00959	C0085074
DB00959	C0033777
DB00959	C0023449
DB00959	C0039103
DB00959	C0039503
DB00959	C0701163
DB00959	C0002994
DB00959	C0036830
DB00959	C2894027
DB00959	C0406326
DB00959	C0149911
DB00959	C0024138
DB00959	C0345468
DB00959	C2607914
DB00959	C0154301
DB00959	C0024141
DB00959	C0039520
DB00959	C0036508
DB00959	C0026857
DB00959	C0030807
DB00959	C0036202
DB00959	C0038218
DB00959	C0242459
DB00959	C0011616
DB00959	C0040896
DB00959	C1260899
DB00959	C0405580
DB00959	C0027726
DB00959	C0038013
DB00959	C0006444
DB00959	C0010346
DB00959	C0004364
DB00959	C0033860
DB00959	C0041321
DB00959	C0151467
DB00959	C0015397
DB00959	C0021390
DB00959	C0002875
DB00959	C1761609
DB00959	C0011615
DB00959	C0018621
DB00959	C0035457
DB00960	C0020538
DB00962	C0393760
DB00962	C0021603
DB00963	C0030193
DB00964	C0596298
DB00964	C0017612
DB00966	C0020538
DB00966	C0038454
DB00967	C0578870
DB00967	C0035460
DB00967	C0018621
DB00967	C0037383
DB00967	C0009766
DB00967	C0009443
DB00967	C0027424
DB00967	C1260880
DB00967	C2607914
DB00967	C0149526
DB00968	C0020538
DB00969	C0348898
DB00969	C1262211
DB00970	C1135868
DB00970	C0027708
DB00970	C0035412
DB00970	C0553580
DB00971	C0036508
DB00971	C0423775
DB00971	C0040262
DB00972	C2607914
DB00972	C0009766
DB00972	C0035460
DB00972	C0018621
DB00973	C0020474
DB00973	C0342881
DB00973	C0020443
DB00973	C0342882
DB00973	C0020473
DB00973	C0342907
DB00974	C0261486
DB00974	C0020437
DB00975	C0264716
DB00975	C0004238
DB00975	C0919737
DB00976	C0276026
DB00976	C0857831
DB00976	C0032302
DB00976	C0339959
DB00976	C0155862
DB00977	C0520676
DB00977	C0156393
DB00977	C0600142
DB00977	C0001144
DB00977	C0221392
DB00978	C0856695
DB00978	C0853852
DB00978	C0042029
DB00978	C0006277
DB00978	C0149725
DB00979	C0235238
DB00979	C0026961
DB00980	C0393760
DB00981	C0237996
DB00981	C0017612
DB00982	C0020538
DB00983	C0155880
DB00983	C0034067
DB00983	C0155877
DB00985	C0042963
DB00985	C0026603
DB00985	C0027497
DB00985	C0042571
DB00985	C0027498
DB00986	C0030920
DB00986	C0037036
DB00986	C0024117
DB00987	C0948840
DB00987	C1704231
DB00987	C0023487
DB00987	C0023467
DB00987	C0023449
DB00988	C0600177
DB00988	C0020649
DB00988	C0581377
DB00988	C0030568
DB00988	C0242422
DB00988	C0030567
DB00989	C0002395
DB00989	C1828079
DB00991	C0029408
DB00991	C0003873
DB00993	C0003873
DB00994	C0042029
DB00994	C0029878
DB00994	C0005743
DB00994	C0019151
DB00994	C0019147
DB00994	C0022568
DB00994	C0042164
DB00994	C0729587
DB00994	C0010032
DB00994	C0854211
DB00995	C0003873
DB00996	C0032768
DB00996	C0035258
DB00997	C0019829
DB00997	C0278488
DB00997	C3163805
DB00997	C0026764
DB00997	C0585442
DB00997	C0276535
DB00997	C0079744
DB00997	C0024301
DB00997	C0023467
DB00997	C0027708
DB00997	C0024305
DB00997	C0678222
DB00997	C0242379
DB00997	C0149925
DB00997	C0023449
DB00997	C0006413
DB00997	C0278498
DB00997	C0007115
DB00997	C0036220
DB00997	C0027819
DB00997	C1140680
DB00998	C0149931
DB00999	C0745138
DB00999	C0020538
DB00999	C0013604
DB00999	C0264716
DB01000	C0031350
DB01000	C0042029
DB01000	C0006277
DB01000	C0178299
DB01000	C0729586
DB01001	C0006266
DB01001	C0347950
DB01003	C0004096
DB01003	C2607914
DB01003	C0009769
DB01003	C0009766
DB01003	C0009773
DB01003	C1112631
DB01003	C0022577
DB01003	C0221013
DB01004	C0022570
DB01004	C0030590
DB01004	C0206178
DB01005	C0278996
DB01005	C0238425
DB01005	C0023473
DB01005	C1140680
DB01005	C0002895
DB01005	C0025202
DB01007	C0700345
DB01008	C0279543
DB01009	C0029408
DB01009	C0030193
DB01009	C0013390
DB01009	C0003873
DB01013	C0036508
DB01013	C0011616
DB01013	C0406326
DB01013	C3875321
DB01013	C0036271
DB01013	C0085656
DB01013	C0406317
DB01014	C0009324
DB01015	C0013371
DB01015	C0729586
DB01015	C0040558
DB01015	C0520775
DB01015	C0577709
DB01015	C0028242
DB01015	C0729524
DB01015	C0856695
DB01015	C0271429
DB01015	C0009770
DB01015	C0577708
DB01016	C0011860
DB01017	C0006277
DB01017	C0275979
DB01017	C0041471
DB01017	C0023860
DB01017	C0032064
DB01017	C0008354
DB01017	C0178299
DB01017	C0153196
DB01017	C0149966
DB01017	C0035021
DB01017	C0421162
DB01017	C0029291
DB01017	C0001144
DB01017	C0001261
DB01017	C0039128
DB01017	C0729586
DB01017	C0006309
DB01017	C0024286
DB01017	C0031099
DB01017	C0018190
DB01017	C0037199
DB01017	C1997322
DB01017	C0275665
DB01017	C0275652
DB01017	C0018081
DB01017	C1318559
DB01017	C0035793
DB01017	C0007947
DB01017	C0040592
DB01017	C0041351
DB01017	C0031350
DB01017	C0149704
DB01017	C0034362
DB01017	C0153195
DB01017	C0042029
DB01017	C0004771
DB01017	C0043388
DB01017	C0035597
DB01017	C0032285
DB01018	C0020538
DB01018	C1263846
DB01019	C0080274
DB01020	C0002962
DB01021	C0020538
DB01022	C0020598
DB01022	C0029456
DB01022	C3203356
DB01023	C0020538
DB01025	C0038363
DB01026	C0006849
DB01026	C0423775
DB01026	C0036508
DB01026	C0009186
DB01026	C0008582
DB01026	C0019655
DB01026	C0040262
DB01026	C0030409
DB01026	C0153252
DB01026	C1384589
DB01026	C0006846
DB01026	C0040252
DB01026	C0005716
DB01026	C0040259
DB01026	C0001622
DB01029	C0020538
DB01029	C0011881
DB01030	C1140680
DB01030	C0149925
DB01030	C0007847
DB01031	C0917801
DB01032	C0153196
DB01032	C0003868
DB01032	C0275652
DB01032	C0153195
DB01032	C0018081
DB01032	C0268108
DB01032	C0740394
DB01032	C0275665
DB01033	C0023487
DB01033	C0023449
DB01036	C0042023
DB01036	C0150045
DB01036	C0085606
DB01036	C0403643
DB01037	C1269683
DB01037	C0030567
DB01039	C0020443
DB01039	C0020473
DB01039	C0020557
DB01039	C0020474
DB01039	C0473527
DB01039	C0342882
DB01041	C0026764
DB01041	C0343467
DB01042	C1140680
DB01042	C0026764
DB01044	C0856695
DB01044	C0857831
DB01044	C0009768
DB01044	C0857846
DB01044	C0577708
DB01044	C0155862
DB01044	C0339959
DB01044	C0275652
DB01044	C0276026
DB01044	C0032308
DB01044	C0275665
DB01044	C0748196
DB01044	C1318973
DB01044	C0153195
DB01044	C0004626
DB01044	C0032302
DB01044	C0520775
DB01044	C0877633
DB01044	C0577709
DB01045	C0275959
DB01045	C0421162
DB01045	C0041327
DB01046	C0267509
DB01046	C1868889
DB01047	C0149922
DB01047	C0036508
DB01047	C0406326
DB01047	C0011616
DB01047	C0406317
DB01047	C0033777
DB01047	C3875321
DB01047	C0085074
DB01047	C0015230
DB01047	C0033775
DB01047	C0024138
DB01047	C0079773
DB01048	C0019693
DB01049	C0497327
DB01050	C0392171
DB01050	C0278140
DB01050	C0003873
DB01050	C2215257
DB01050	C0030193
DB01050	C0015967
DB01050	C0393735
DB01050	C0013390
DB01050	C0029408
DB01050	C0037195
DB01053	C0588233
DB01053	C0343532
DB01053	C0006057
DB01053	C0153216
DB01053	C0039131
DB01053	C0027927
DB01053	C0456107
DB01053	C0149985
DB01053	C0030636
DB01053	C0043388
DB01053	C1260911
DB01053	C0149704
DB01053	C0001263
DB01053	C0153240
DB01053	C0039614
DB01053	C1276801
DB01053	C0271429
DB01053	C0003177
DB01053	C1260915
DB01053	C0178299
DB01053	C0025294
DB01053	C0348868
DB01053	C0034686
DB01053	C0154639
DB01053	C0039133
DB01053	C0275566
DB01053	C0041912
DB01053	C0025295
DB01053	C0152946
DB01053	C0031946
DB01053	C0038395
DB01053	C0155862
DB01053	C0004945
DB01053	C0264515
DB01053	C0001264
DB01053	C0024110
DB01053	C0039128
DB01053	C0729586
DB01053	C0153188
DB01053	C0275804
DB01053	C0014733
DB01053	C0554628
DB01053	C0017418
DB01053	C0744451
DB01053	C0003175
DB01053	C0456103
DB01053	C0275842
DB01053	C1318559
DB01053	C0014121
DB01053	C0343500
DB01053	C0036285
DB01053	C0339968
DB01053	C0025293
DB01053	C0152945
DB01053	C3665800
DB01053	C0343833
DB01053	C0155866
DB01053	C0031350
DB01053	C1318973
DB01053	C0001261
DB01053	C0025306
DB01056	C0085612
DB01057	C0017601
DB01057	C0017612
DB01057	C0014877
DB01057	C0271093
DB01058	C0029106
DB01058	C0036323
DB01059	C0155860
DB01059	C0519030
DB01059	C1096258
DB01059	C0155862
DB01059	C0554628
DB01059	C0339932
DB01059	C0349734
DB01059	C0343402
DB01059	C0269398
DB01059	C0749958
DB01059	C0013371
DB01059	C0033581
DB01059	C0276089
DB01059	C0857846
DB01059	C0853852
DB01059	C0149725
DB01059	C0276088
DB01059	C0276026
DB01059	C0032308
DB01059	C0857831
DB01059	C0004626
DB01059	C1278797
DB01059	C1260917
DB01059	C0153196
DB01059	C0158371
DB01059	C0395818
DB01059	C0031154
DB01059	C0155804
DB01059	C0577709
DB01059	C0029878
DB01059	C0042029
DB01059	C0035468
DB01059	C0520777
DB01059	C0003175
DB01059	C0157749
DB01059	C0729524
DB01059	C0277528
DB01059	C0006277
DB01059	C0009768
DB01059	C1263758
DB01059	C0748196
DB01059	C0007947
DB01059	C0341834
DB01059	C0339933
DB01059	C0339959
DB01059	C0856695
DB01059	C0034186
DB01059	C0269050
DB01059	C0041466
DB01059	C0021355
DB01059	C0275665
DB01059	C0877633
DB01059	C0032302
DB01059	C1112209
DB01059	C1720797
DB01059	C0014347
DB01059	C1278807
DB01059	C0153195
DB01059	C1112709
DB01059	C0032285
DB01059	C0520775
DB01059	C2242472
DB01059	C0749955
DB01059	C0243001
DB01059	C0010692
DB01059	C0392618
DB01059	C0178299
DB01059	C0275652
DB01059	C1318973
DB01059	C0018081
DB01059	C0014836
DB01059	C0275982
DB01059	C0600041
DB01059	C0577708
DB01059	C0275556
DB01059	C0949083
DB01059	C0155440
DB01060	C0276026
DB01060	C0271429
DB01060	C2062475
DB01060	C0004626
DB01060	C0149725
DB01060	C1279247
DB01060	C2349530
DB01060	C0877633
DB01060	C0856695
DB01060	C0729524
DB01060	C0031350
DB01060	C0035468
DB01060	C0857831
DB01060	C0155862
DB01060	C0577708
DB01060	C0519030
DB01060	C1318973
DB01060	C0275794
DB01060	C0275804
DB01060	C0343378
DB01060	C0275793
DB01060	C0178299
DB01060	C0014836
DB01060	C0520775
DB01060	C0275556
DB01060	C0042029
DB01060	C0729586
DB01061	C0032290
DB01061	C1096258
DB01061	C0085394
DB01061	C0155860
DB01061	C0276089
DB01061	C0042029
DB01061	C0684256
DB01061	C2242472
DB01061	C0178299
DB01061	C0157749
DB01061	C0276026
DB01061	C0343402
DB01062	C0042023
DB01062	C0085606
DB01062	C0150045
DB01062	C0403643
DB01062	C0005697
DB01063	C0033975
DB01064	C0009443
DB01064	C0600177
DB01064	C0004245
DB01064	C0020683
DB01064	C0018790
DB01065	C0021603
DB01066	C0275804
DB01066	C0554628
DB01066	C0004626
DB01066	C0856695
DB01066	C0155862
DB01066	C0877633
DB01066	C1318973
DB01066	C0276026
DB01066	C0857831
DB01067	C0011860
DB01068	C0270846
DB01068	C0030319
DB01068	C0014553
DB01068	C0238111
DB01068	C0014550
DB01069	C0018621
DB01069	C0027498
DB01069	C0035460
DB01069	C0042109
DB01069	C0009766
DB01070	C0020598
DB01070	C0039621
DB01070	C0020626
DB01070	C0035579
DB01070	C0085682
DB01072	C0019693
DB01075	C0009766
DB01075	C0035460
DB01075	C0018621
DB01075	C0917801
DB01076	C0002962
DB01076	C0020443
