Drug	Disease
DB01331	C1318973
DB00193	C0150055
DB00620	C0022548
DB00668	C0001883
DB00997	C3163805
DB01416	C0554628
DB00634	C0729587
DB01234	C0033775
DB09357	C0013595
DB00915	C0030568
DB00531	C0023434
DB01086	C0152030
DB00507	C0017536
DB00207	C1261256
DB00186	C0238111
DB01200	C0002453
DB01165	C0853852
DB00782	C0041969
DB09321	C0040262
DB01149	C0011581
DB00736	C0267055
DB00582	C0276653
DB00563	C0033860
DB00831	C0033975
DB01241	C0020557
DB00684	C0015404
DB01234	C0011608
DB09449	C0009806
DB06590	C0554628
DB00332	C2607914
DB00274	C0032285
DB00199	C0042029
DB00949	C0014544
DB01416	C0729586
DB00461	C0030193
DB00951	C0041327
DB00685	C0269050
DB00438	C0729524
DB01333	C0041912
DB01327	C0149725
DB00553	C0042900
DB01200	C0027849
DB00544	C1458155
DB01003	C0009763
DB01399	C0003864
DB00539	C0278488
DB00228	C0151636
DB02703	C1260917
DB01165	C0022729
DB00559	C0020542
DB00846	C0015230
DB00493	C0149725
DB00806	C0021775
DB00333	C0027412
DB01326	C0276088
DB00567	C0004626
DB00490	C0003469
DB00296	C0030201
DB01332	C0014836
DB01380	C0035854
DB00539	C0027661
DB00976	C0857831
DB00794	C0014549
DB01397	C0003862
DB00324	C0010043
DB04845	C0678222
DB01182	C0235480
DB06711	C0235267
DB00223	C0021368
DB00603	C0014175
DB00472	C0028768
DB00686	C0232849
DB00277	C0004096
DB00800	C0024588
DB00773	C0033578
DB01059	C0276026
DB00681	C2062982
DB00541	C0023449
DB00373	C0017612
DB00479	C2887096
DB04868	C0279543
DB00618	C0018081
DB00563	C1135868
DB01112	C0018081
DB00608	C0024535
DB08899	C0376358
DB00316	C0009443
DB01331	C0000833
DB00678	C0018802
DB00518	C0152068
DB00313	C0014544
DB08797	C0393735
DB01331	C0276089
DB00571	C0031511
DB00218	C1318973
DB00415	C0276026
DB00213	C0267055
DB00379	C0151636
DB00936	C0857177
DB01202	C0014547
DB00788	C0231528
DB00207	C0339933
DB09213	C0393735
DB09320	C0036285
DB00682	C0007780
DB00201	C0037195
DB00051	C0162836
DB00467	C0153195
DB00443	C0014488
DB01246	C0343065
DB01599	C0020443
DB00262	C0026764
DB00950	C0009766
DB00954	C0275804
DB00684	C0042165
DB06636	C0026718
DB00719	C0037383
DB01394	C0018099
DB00254	C0001261
DB00929	C0032797
DB00532	C0014556
DB00982	C0001144
DB00418	C0038220
DB00359	C0009324
DB00295	C0030193
DB00008	C0040028
DB00717	C0020619
DB01086	C0149745
DB00051	C0038013
DB00798	C0016436
DB01008	C0001815
DB00833	C0029882
DB00485	C0178299
DB01248	C0037579
DB00583	C1142132
DB08984	C0029408
DB00254	C0152945
DB00319	C1112209
DB00625	C0019693
DB00567	C0271429
DB11575	C0524910
DB00388	C0010200
DB00501	C0017168
DB00462	C0030920
DB01063	C0033975
DB06698	C0025281
DB00620	C0033775
DB01148	C0241310
DB00218	C0036117
DB00850	C0027498
DB01411	C2607914
DB00067	C0019069
DB01602	C0042029
DB00797	C0042373
DB00413	C0030567
DB00685	C0014836
DB00536	C0022972
DB01206	C0024121
DB00456	C0042029
DB00773	C0024121
DB00438	C0520775
DB01084	C0042109
DB09258	C0034065
DB00747	C0010200
DB00945	C0029408
DB00860	C0011608
DB00934	C0014394
DB00281	C0019112
DB00750	C0033038
DB00281	C0036262
DB00438	C0162627
DB00443	C0038218
DB00927	C0013295
DB02721	C0039590
DB00379	C0042510
DB00438	C0014179
DB00400	C0040259
DB00687	C0001622
DB00295	C0011991
DB01192	C0474368
DB00808	C0018802
DB00996	C0032768
DB01108	C0001622
DB01367	C0030567
DB00860	C2607914
DB01356	C0013390
DB00902	C0027424
DB01150	C0162627
DB01001	C0004096
DB00438	C2242472
DB00836	C0277528
DB01165	C0554628
DB00986	C0030920
DB00860	C0005138
DB00766	C1997728
DB01000	C0006277
DB00860	C1527336
DB01017	C1997322
DB01059	C0554628
DB00747	C0035460
DB00047	C0011860
DB01013	C0023219
DB00583	C0011156
DB00419	C0017205
DB09107	C1561828
DB00426	C1274323
DB00775	C0948089
DB00193	C0030193
DB00697	C0024031
DB01084	C0009766
DB11596	C0274478
DB00312	C0038220
DB00873	C0009766
DB01229	C1140680
DB00254	C0149966
DB01211	C0013295
DB00692	C0020540
DB00774	C0020538
DB01150	C0018482
DB00033	C0037286
DB00388	C0009766
DB02703	C0016436
DB00479	C0085437
DB01212	C0033700
DB01172	C0025289
DB01580	C0020538
DB00073	C0024305
DB01332	C0520775
DB01279	C0026709
DB00783	C0033578
DB00005	C0553662
DB00577	C1274323
DB00443	C0085074
DB00388	C1260880
DB00978	C0014836
DB00628	C0003467
DB01032	C0018099
DB00959	C0024138
DB00069	C0023443
DB01140	C0275804
DB01086	C0013456
DB00259	C0042998
DB03904	C0423775
DB00685	C0857831
DB00798	C0004626
DB00663	C0406326
DB09051	C0086651
DB00485	C0042029
DB00635	C0002994
DB00341	C0578870
DB01167	C0276758
DB00773	C0026948
DB00560	C0857846
DB00537	C0853852
DB01326	C0343402
DB01255	C0596170
DB00328	C0003868
DB00215	C0040336
DB00695	C0020538
DB00512	C0339968
DB00303	C0018482
DB00015	C0027051
DB00199	C2242472
DB08933	C0040252
DB00334	C0270425
DB01607	C2887096
DB01212	C0149966
DB01061	C0085394
DB00826	C0015405
DB09320	C0038395
DB01107	C0917801
DB01413	C0155860
DB01246	C0009766
DB00636	C0020473
DB00020	C1961102
DB00766	C0343402
DB00620	C0038218
DB00685	C0006277
DB01380	C0040259
DB00245	C0242422
DB00641	C0020443
DB01332	C0162627
DB04571	C0349506
DB00803	C0029878
DB00415	C0275556
DB00153	C3536984
DB00770	C0020542
DB09353	C0001144
DB01598	C0033817
DB01075	C0917801
DB00860	C0032533
DB01137	C0038395
DB00515	C0033578
DB01112	C0018482
DB00477	C0236964
DB09042	C1274355
DB01147	C0178299
DB00783	C0936223
DB00292	C0038220
DB00396	C0021361
DB00400	C0040261
DB00759	C0006277
DB00860	C0345468
DB01406	C0013604
DB00933	C0036341
DB00776	C0234974
DB00564	C0338873
DB00741	C2937222
DB00015	C0242973
DB00341	C2607914
DB00041	C0019693
DB01041	C0024419
DB00970	C0035335
DB01032	C0268108
DB00240	C0015456
DB01380	C0729587
DB00730	C0038463
DB00563	C0553662
DB00359	C0040558
DB00781	C0042029
DB01068	C0036341
DB01013	C0406317
DB00575	C0038587
DB01415	C0040425
DB01041	C0014743
DB01140	C0577709
DB00279	C0018022
DB01044	C0857831
DB00318	C0009443
DB00196	C0700345
DB05311	C0019243
DB00989	C1828079
DB01380	C0014488
DB00273	C0030193
DB00607	C0036690
DB01586	C0008312
DB01112	C0155804
DB00911	C0023886
DB09323	C0554628
DB00764	C0149922
DB01112	C0554628
DB00798	C2887096
DB09074	C0153467
DB00541	C0024301
DB00771	C0014356
DB01231	C0042571
DB00519	C0264716
DB00537	C0275652
DB00970	C0035412
DB00022	C0524910
DB00641	C0038454
DB00873	C0259799
DB00443	C0036508
DB00924	C0030193
DB00477	C0042963
DB00069	C0007134
DB00883	C0002962
DB00257	C0006849
DB00187	C0042510
DB01119	C0027773
DB00798	C0030578
DB01119	C0020540
DB01328	C0343402
DB00431	C0030759
DB00415	C0042029
DB00936	C0870082
DB00316	C0857177
DB00939	C0029408
DB00796	C0264716
DB00343	C0039240
DB00838	C0036508
DB01017	C0023860
DB00324	C0423234
DB01212	C0031154
DB00397	C0037195
DB00969	C0022104
DB01060	C0149778
DB06616	C0005699
DB00397	C0009766
DB00371	C0003467
DB01223	C0038218
DB00578	C0729524
DB00227	C0020443
DB00560	C1632842
DB00939	C0025323
DB01137	C0149778
DB00641	C0342882
DB01331	C0017411
DB00092	C0406317
DB00860	C0020517
DB00318	C0037383
DB01165	C1096258
DB06590	C0035468
DB00557	C0343065
DB00438	C0684256
DB01619	C0042109
DB00022	C0040028
DB01190	C0001255
DB01082	C0006309
DB01058	C0009021
DB00273	C0037769
DB01017	C0035793
DB05294	C3163939
DB06767	C0009443
DB00524	C0027726
DB00967	C0027424
DB01069	C0035460
DB01003	C0004096
DB00973	C0020473
DB00544	C0281361
DB00963	C0030201
DB00560	C0243001
DB09143	C0007117
DB00389	C0018213
DB00482	C0032580
DB01380	C0022568
DB00503	C0001175
DB01059	C0032302
DB00443	C0033775
DB00199	C0038395
DB00685	C0153196
DB00528	C0020538
DB00254	C0744451
DB00292	C0007786
DB00196	C0005716
DB01309	C0011849
DB00207	C0857846
DB08808	C0017601
DB00136	C0035086
DB00063	C0948089
DB01380	C0041321
DB01591	C0042023
DB00250	C0162526
DB00241	C0018681
DB09351	C0017612
DB00995	C0003873
DB02546	C0079773
DB06274	C0400877
DB00001	C0272275
DB00595	C0153196
DB00185	C0043352
DB00438	C0033817
DB01420	C0010417
DB00588	C0149922
DB00152	C0005122
DB00393	C0038525
DB01331	C0276088
DB01211	C0018482
DB01619	C1260880
DB01598	C0036690
DB00121	C0006277
DB00316	C2607914
DB00567	C0275804
DB00472	C2267227
DB01112	C0042029
DB09353	C0038363
DB01212	C0029882
DB00297	C0033774
DB00535	C0006277
DB00773	C0553580
DB00432	C0276228
DB00788	C0015967
DB00620	C0018567
DB09060	C0034186
DB01359	C0020538
DB04572	C0005695
DB00897	C0021603
DB00795	C0009324
DB00788	C0039503
DB02703	C0276088
DB00819	C0013604
DB00366	C0035460
DB00405	C2607914
DB00443	C0015456
DB00199	C0001144
DB00825	C0040262
DB00685	C0038160
DB00443	C0079773
DB09320	C0014733
DB00232	C0866125
DB00762	C1458155
DB00916	C0243001
DB01190	C1112209
DB00356	C0027121
DB00860	C0021390
DB00730	C0546999
DB01026	C0040252
DB01240	C0036421
DB00249	C0019357
DB00319	C0035243
DB00254	C0034362
DB01326	C1997728
DB00264	C0027051
DB09104	C0013395
DB00303	C0857831
DB01165	C0155804
DB00663	C0079773
DB00588	C0085074
DB00684	C0009766
DB00620	C0039103
DB00544	C0007117
DB00571	C0004238
DB09020	C0009806
DB01597	C0276026
DB00921	C0150055
DB01415	C0729586
DB06710	C1458155
DB01380	C0024138
DB00876	C0242698
DB00515	C0039590
DB00619	C0279543
DB08797	C0004604
DB01234	C0002875
DB01190	C0001144
DB00264	C0002962
DB00620	C0033860
DB00758	C0007780
DB01047	C3875321
DB01017	C1318559
DB06768	C0033777
DB00462	C0022104
DB00484	C0028840
DB00069	C0040034
DB00798	C0456103
DB01059	C0577709
DB00563	C0039590
DB00719	C2607914
DB00199	C0153196
DB00876	C0018802
DB00451	C0027145
DB00681	C0005716
DB00401	C0002963
DB00199	C0039128
DB00628	C0236663
DB00285	C0004352
DB09035	C0860594
DB00609	C0041327
DB00585	C0014869
DB09263	C0020461
DB00596	C0036271
DB00415	C0729586
DB00343	C0002963
DB00916	C0004669
DB06643	C0029456
DB04837	C0027424
DB01185	C0022735
DB00442	C0524909
DB00254	C0018081
DB00184	C0028043
DB00438	C0085437
DB00529	C0019342
DB00833	C0033700
DB00595	C0001144
DB00443	C0023052
DB00169	C0007222
DB00207	C0275652
DB00303	C0035243
DB01212	C0684256
DB01606	C1318973
DB08820	C0392164
DB00343	C0020538
DB01327	C0008311
DB08904	C0010346
DB09279	C0020538
DB01017	C0041471
DB00216	C0149931
DB01234	C0036983
DB00763	C0018021
DB00963	C0030193
DB09272	C1262211
DB00460	C0271066
DB00717	C0156393
DB00033	C1540912
DB00415	C0018482
DB00435	C0031190
DB06287	C0007134
DB00959	C0011608
DB00850	C0033975
DB01190	C0085166
DB00324	C0022073
DB01178	C0003467
DB06768	C0011615
DB01044	C0004626
DB00713	C0178299
DB01059	C0749955
DB00896	C0021368
DB08868	C0751967
DB00199	C0275665
DB00433	C0027498
DB00503	C0524910
DB00291	C0023434
DB01234	C0149911
DB01059	C0949083
DB00684	C0035468
DB01330	C0035243
DB06151	C0013221
DB00069	C1540912
DB01213	C0413194
DB00783	C0085215
DB00438	C0276088
DB00022	C0043037
DB00924	C0039614
DB01619	C0009766
DB00567	C0554628
DB00826	C0339170
DB01146	C0343065
DB00486	C0027497
DB00274	C0178299
DB01026	C0000880
DB00684	C0343402
DB00262	C0025149
DB00469	C0003864
DB00927	C0017168
DB00063	C0027051
DB01017	C0275665
DB00860	C2894027
DB00881	C0020538
DB00902	C0037383
DB00754	C0014549
DB01551	C0030201
DB00773	C0042138
DB00443	C0040252
DB00415	C0338395
DB00846	C0011616
DB00159	C1623040
DB00849	C0014549
DB00564	C0270425
DB00798	C0549398
DB00482	C0038013
DB02703	C0042029
DB00438	C0577709
DB00218	C0018482
DB00635	C0154301
DB00279	C0018021
DB06590	C0155862
DB01260	C0033775
DB00595	C0034362
DB09485	C0002726
DB00860	C0010043
DB01267	C0033975
DB01059	C0010692
DB00178	C0018802
DB00518	C0013502
DB00634	C0423775
DB00602	C0038463
DB00678	C0020538
DB01333	C0520775
DB00684	C0042029
DB01085	C0028840
DB06710	C0342527
DB01329	C0162627
DB09320	C0027927
DB00493	C0684256
DB08904	C0003873
DB01271	C0026705
DB00956	C0600260
DB01069	C0027498
DB00655	C0033578
DB01112	C0153195
DB01333	C0033581
DB01058	C0021832
DB01612	C0238080
DB00456	C0157749
DB00396	C0232940
DB01132	C0011860
DB00405	C0018621
DB00471	C0155877
DB01193	C0027051
DB06674	C0003873
DB01053	C0456103
DB01618	C0036341
DB00493	C0577708
DB00970	C0042138
DB01165	C0275665
DB00586	C0553662
DB00911	C0017536
DB01165	C0178299
DB00620	C0242459
DB00438	C0149725
DB00166	C0740447
DB00582	C0877445
DB00681	C0010414
DB00959	C0036830
DB00355	C0042029
DB02703	C0006309
DB01260	C0036508
DB00605	C0039503
DB01061	C0032290
DB01331	C0042029
DB00637	C0037383
DB00368	C0030567
DB00254	C0001144
DB00151	C0237963
DB00626	C0010032
DB00959	C0003868
DB01053	C1260915
DB01047	C0033774
DB00316	C0149931
DB01112	C0149725
DB00281	C0235339
DB00264	C0039240
DB00423	C0039614
DB01326	C0341503
DB00635	C0003868
DB01112	C1318973
DB00618	C0001261
DB00806	C0007786
DB00254	C0032227
DB00682	C0149871
DB01380	C0406317
DB01066	C0275804
DB01186	C0242422
DB01003	C0021390
DB01291	C0004096
DB01421	C0019147
DB00685	C1720797
DB01053	C0348868
DB00008	C0524910
DB09269	C0220994
DB01602	C0037199
DB01606	C0031154
DB00355	C0242172
DB00798	C3665869
DB00501	C0038358
DB00424	C0232488
DB09221	C0030920
DB06151	C0034067
DB01167	C0700345
DB00995	C0003872
DB00635	C0020437
DB00355	C1096258
DB00668	C0034067
DB00608	C0024533
DB00833	C0040425
DB01082	C0041327
DB06772	C0936223
DB01282	C0042135
DB01066	C0857831
DB01248	C1458155
DB01197	C0011881
DB01240	C0035222
DB00002	C0585362
DB09353	C0423775
DB00871	C0152030
DB00655	C0221392
DB00603	C0002453
DB00359	C0042029
DB00681	C0019655
DB00959	C2894027
DB00218	C0031154
DB00887	C0866125
DB00680	C0042514
DB00776	C0014547
DB01285	C0581392
DB00904	C0001973
DB01607	C0035468
DB06788	C0034013
DB01280	C1961099
DB01590	C0678222
DB00325	C0745138
DB09074	C0341823
DB01190	C0032308
DB01234	C0339293
DB01329	C0004626
DB00015	C0155626
DB00620	C0036830
DB01167	C0010414
DB00274	C0276026
DB00795	C0003873
DB00571	C0700053
DB01155	C0276026
DB00479	C0349774
DB00825	C0423775
DB00860	C0023052
DB06718	C0019243
DB00798	C0014347
DB01421	C0010418
DB01082	C0854528
DB00733	C0029944
DB01097	C0003873
DB00860	C0022081
DB00443	C0036271
DB00748	C0018621
DB00230	C0016053
DB00985	C0027497
DB00787	C0019360
DB04941	C0267436
DB00052	C0013338
DB08604	C0004615
DB00768	C2607914
DB00657	C0020538
DB00681	C0153252
DB00959	C0027726
DB00273	C0238111
DB00319	C0577709
DB00280	C0151636
DB01174	C0270851
DB00608	C0002438
DB00563	C0023449
DB00781	C0022568
DB00415	C2062475
DB00752	C0038436
DB00493	C0243026
DB01069	C0032787
DB00447	C0040259
DB01109	C0012739
DB00661	C0030590
DB00668	C0018794
DB01380	C0039520
DB00860	C0017178
DB01219	C0007785
DB00976	C0339959
DB00681	C0031350
DB00921	C0524662
DB06711	C0020452
DB01059	C0577708
DB00911	C0152499
DB01380	C0154301
DB05578	C0007131
DB09104	C0426639
DB01059	C0856695
DB00808	C0013604
DB01329	C0149778
DB00741	C0024138
DB01234	C0001403
DB00759	C0015404
DB01130	C0085074
DB00916	C0079487
DB00873	C0153027
DB00022	C2239176
DB00846	C0033775
DB00223	C0085074
DB00033	C0010403
DB00834	C0156543
DB06702	C0042023
DB09517	C0158996
DB04878	C0011860
DB01168	C0024121
DB00262	C0153633
DB08799	C2607914
DB01176	C0035460
DB00861	C0003873
DB00964	C0596298
DB00781	C0005743
DB00013	C0018128
DB01380	C3875321
DB00397	C0035460
DB00698	C0085426
DB00694	C0023449
DB00388	C0037195
DB00218	C0038160
DB00438	C1096258
DB00527	C0033774
DB02703	C0149704
DB00771	C0021390
DB01026	C0153252
DB02721	C1261473
DB00199	C0026936
DB01150	C0040425
DB00826	C0004030
DB00175	C0020557
DB01003	C0035457
DB01053	C0036285
DB01165	C0009768
DB00283	C0343065
DB01380	C0004096
DB00915	C0242422
DB06768	C0011616
DB00857	C0040259
DB00007	C0034013
DB01413	C0155862
DB00557	C0011615
DB00282	C0149911
DB00136	C0042875
DB01598	C0343402
DB00684	C1275687
DB01331	C0392618
DB00634	C0036508
DB01234	C0026769
DB00485	C1318973
DB01244	C0002962
DB04572	C0220655
DB00747	C0009373
DB01440	C0751362
DB00438	C0276089
DB01068	C0035258
DB01211	C0877633
DB00635	C0020517
DB01380	C0017563
DB01041	C0026764
DB00741	C0040147
DB01115	C0020538
DB01050	C0278140
DB00576	C0729586
DB00596	C0016509
DB00741	C0039503
DB00725	C0030920
DB00327	C0278140
DB00467	C0275652
DB01110	C0011974
DB01326	C2242472
DB00186	C0038220
DB01212	C0005943
DB01137	C0276026
DB00970	C1135868
DB04938	C1384606
DB00399	C0029456
DB00846	C0011615
DB02703	C0001144
DB00620	C0023449
DB00945	C0030193
DB01399	C0003873
DB00764	C0033774
DB01075	C0009766
DB00438	C0577708
DB01119	C0745138
DB01112	C0037199
DB00355	C0343402
DB00959	C0023052
DB06147	C0042998
DB00388	C0393735
DB00438	C0005943
DB00218	C0004669
DB06691	C0009766
DB00227	C0020557
DB01059	C0349734
DB01017	C0275652
DB00022	C0023443
DB01165	C0035468
DB01234	C0024138
DB06786	C0033775
DB01395	C0600142
DB01326	C0684256
DB00519	C0018802
DB00902	C0042109
DB00501	C0013395
DB00624	C0020619
DB00338	C0030920
DB00959	C0024141
DB01139	C0157749
DB00685	C0275652
DB01551	C0030193
DB00320	C0149931
DB00285	C0030193
DB08904	C0003872
DB00532	C0014549
DB09141	C0573789
DB01129	C0221013
DB00681	C0018190
DB00250	C0023348
DB00252	C0234978
DB01144	C0017601
DB01229	C0919267
DB01045	C0018482
DB01142	C0003467
DB05266	C0004096
DB01607	C0036130
DB00741	C0079773
DB01200	C0020619
DB01112	C0275804
DB01260	C1960764
DB06674	C0003872
DB00367	C0600142
DB00137	C1275684
DB00445	C1458155
DB00253	C0036416
DB00796	C0018802
DB01551	C2607914
DB00223	C0016509
DB00493	C0577709
DB00816	C0006277
DB00484	C0017612
DB00146	C0035579
DB01013	C0015456
DB01053	C0030636
DB01165	C0014836
DB00589	C0149931
DB09033	C0010346
DB00620	C0041321
DB01416	C0040425
DB01114	C0042109
DB09096	C0015230
DB02703	C0949083
DB01099	C0085436
DB00977	C0600142
DB00376	C0030568
DB00738	C0041228
DB01059	C0021355
DB01194	C0017612
DB00195	C0028840
DB00237	C0021603
DB00319	C0033700
DB00741	C0040259
DB01164	C0020461
DB06643	C0264115
DB01607	C0577708
DB01139	C0042029
DB01598	C0276026
DB08795	C0035243
DB01246	C0037383
DB00759	C0042029
DB01330	C1263758
DB00502	C0038587
DB01597	C0014179
DB00736	C0079487
DB00394	C0027430
DB01329	C0038160
DB01204	C1261473
DB01025	C0038363
DB01380	C0039103
DB00741	C0035435
DB00860	C0041321
DB00438	C0343402
DB00838	C0016509
DB00316	C0037195
DB00493	C2028293
DB01015	C0014347
DB01229	C0028840
DB00366	C0018621
DB00482	C0029408
DB00554	C0038013
DB00207	C0155862
DB00764	C0079773
DB00281	C0033038
DB00741	C2607914
DB01212	C0343402
DB01326	C0042029
DB00860	C0151467
DB01186	C0030567
DB00207	C0856695
DB00434	C2607914
DB06335	C0011860
DB01059	C1263758
DB00218	C0276026
DB00874	C0037195
DB01327	C0157749
DB01351	C0014544
DB00924	C0037763
DB02701	C0001144
DB00736	C0013295
DB00448	C0038358
DB00798	C0854211
DB00218	C0006277
DB00475	C0001973
DB00806	C0011875
DB01167	C0006849
DB01112	C0085437
DB01246	C0042109
DB00553	C0079773
DB00104	C0001206
DB09152	C0031190
DB01380	C0038013
DB01142	C0033774
DB00535	C0877633
DB01331	C0004626
DB00053	C0017205
DB00303	C0275550
DB00493	C0025294
DB00375	C0011991
DB02701	C0030783
DB01042	C0919267
DB00413	C0011581
DB00290	C0153601
DB00635	C0002875
DB00586	C0021368
DB00284	C0011860
DB00319	C0577690
DB00825	C0004604
DB06822	C0042487
DB01611	C0003873
DB00207	C0520777
DB01212	C0157749
DB06151	C0392164
DB01017	C0006309
DB09543	C0857177
DB00158	C0151482
DB06412	C0178416
DB00201	C0030193
DB00999	C0027726
DB01580	C0085612
DB00535	C0038395
DB01380	C0002994
DB01364	C0027424
DB09281	C0018834
DB00181	C0752130
DB00626	C0729587
DB00681	C0018081
DB00312	C0231403
DB00479	C1719906
DB00319	C0577708
DB00618	C0042029
DB01619	C0027424
DB02703	C0157749
DB01044	C0038160
DB00541	C0019829
DB00426	C1274321
DB00088	C1961835
DB00281	C0041976
DB00997	C0585442
DB00909	C0014547
DB01331	C0024110
DB01085	C0017612
DB00319	C3163829
DB00969	C0000737
DB01059	C0269050
DB00178	C0038454
DB01620	C2607914
DB01147	C1318973
DB00741	C0030807
DB00051	C3495559
DB00253	C0042164
DB01332	C1112209
DB01147	C0149725
DB02703	C0032302
DB08875	C0238462
DB00860	C0026857
DB00283	C0009766
DB09047	C0149948
DB01165	C0014347
DB00654	C0017612
DB01141	C0349009
DB01607	C1260917
DB00860	C0004364
DB00681	C0276648
DB00420	C0033975
DB01607	C0749955
DB01212	C2028293
DB00343	C0002962
DB06016	C0036341
DB01111	C0022729
DB00844	C0030193
DB00808	C0020538
DB00991	C0029408
DB01165	C0032308
DB01047	C0149922
DB00694	C0036220
DB06692	C0019080
DB01333	C0149725
DB00415	C0242172
DB01380	C0423234
DB00959	C0349790
DB00582	C0004030
DB00860	C0002994
DB06643	C0029458
DB01380	C0036508
DB01165	C0041327
DB01380	C0011616
DB01033	C0023487
DB08896	C1282500
DB01234	C2607914
DB01045	C0421162
DB01607	C0729524
DB01066	C0004626
DB01162	C0020538
DB00563	C0014859
DB00936	C0001144
DB09560	C0340970
DB09488	C0009443
DB00319	C0003615
DB00270	C0002963
DB01331	C0157749
DB01294	C0013395
DB01294	C0079487
DB00861	C0030193
DB00537	C0729524
DB00874	C1260880
DB00319	C0588233
DB01380	C0006114
DB00794	C2711653
DB00845	C0085652
DB00554	C0021368
DB00462	C1260880
DB06207	C1739363
DB06168	C0003868
DB01044	C0577709
DB00997	C0027708
DB00493	C0456103
DB01017	C0275979
DB00683	C0003469
DB00181	C0026838
DB00675	C0034013
DB00972	C2607914
DB00916	C0865436
DB00388	C0026961
DB01044	C0042029
DB01606	C0004626
DB00594	C0003962
DB01248	C0024623
DB00970	C0027708
DB00069	C0037286
DB00798	C0035468
DB01059	C0178299
DB01070	C0039621
DB03166	C0029878
DB00278	C0272275
DB05109	C1140680
DB01060	C0042029
DB00735	C1384589
DB09560	C1827687
DB01053	C0038395
DB00444	C0024121
DB00263	C1278807
DB00009	C0948008
DB02703	C0031154
DB01122	C0026896
DB01165	C0155862
DB01254	C1960397
DB00399	C0026764
DB01061	C0276026
DB01053	C0155866
DB08900	C0036992
DB00987	C0023487
DB00005	C3495559
DB01086	C0235339
DB01211	C0729586
DB00584	C3698411
DB01130	C0149922
DB00379	C0085612
DB08894	C1561828
DB00033	C0040028
DB00651	C0004096
DB00328	C0006444
DB01234	C0154301
DB00531	C0023467
DB00199	C0341834
DB00302	C0271578
DB01112	C0021099
DB00684	C0010930
DB00860	C0036202
DB01155	C0155862
DB00285	C1269683
DB01053	C0154639
DB00940	C0042024
DB00783	C0025323
DB01326	C1112209
DB00203	C0242350
DB00618	C0024286
DB01112	C0149966
DB09049	C0267511
DB01104	C0028768
DB00885	C0009766
DB06774	C0038048
DB00635	C0005138
DB00843	C0002395
DB00570	C0024305
DB00561	C0236969
DB00695	C0022660
DB01053	C0031946
DB00612	C0039240
DB00181	C0037929
DB00625	C0001175
DB01003	C0024899
DB00809	C0022073
DB00635	C0035439
DB09274	C0024535
DB01591	C0150045
DB00436	C0027726
DB00572	C0428977
DB01212	C0520775
DB00860	C0349790
DB01380	C0149911
DB00008	C0040034
DB01197	C0034734
DB01380	C0033860
DB00260	C0275959
DB00684	C0085437
DB00849	C0233494
DB00295	C0278140
DB00033	C0029454
DB00655	C0600142
DB00734	C0338873
DB01150	C0029882
DB00860	C1275687
DB00741	C0021355
DB00253	C0022081
DB00280	C0004239
DB08797	C0015967
DB01380	C0036830
DB00945	C0015967
DB00618	C0041471
DB01151	C0236969
DB00996	C0030193
DB01190	C0152967
DB00936	C2607914
DB00741	C0406326
DB00330	C0041296
DB04911	C1274355
DB01331	C0031154
DB01147	C0152965
DB01600	C0029408
DB00177	C0018802
DB00860	C0004096
DB00695	C0018802
DB01620	C0235267
DB00916	C0040921
DB01101	C0278488
DB00322	C0009404
DB00396	C0600142
DB00477	C0338873
DB01234	C0027651
DB00978	C0006277
DB01230	C0027404
DB00585	C0013395
DB00716	C0022281
DB00741	C0004096
DB00288	C0033777
DB01044	C0022729
DB00258	C0022661
DB00661	C0004238
DB00671	C0031350
DB00424	C0035455
DB02703	C0744451
DB01397	C0015967
DB00567	C0577709
DB00535	C0029882
DB00415	C0520767
DB03255	C0030193
DB01220	C0019151
DB01213	C0261439
DB00626	C0014358
DB01234	C0423234
DB00125	C0001122
DB00072	C1960398
DB00531	C0024143
DB00520	C2062982
DB01112	C0004626
DB01203	C0002962
DB00537	C0577709
DB01331	C1997728
DB00169	C0024121
DB01328	C0152964
DB01109	C0007785
DB00554	C0029408
DB00454	C0474368
DB01260	C0406317
DB09343	C0007102
DB09128	C0036341
DB00819	C0271152
DB00373	C0020538
DB00799	C2677857
DB00199	C0029076
DB00757	C0401160
DB00415	C0014121
DB01234	C0023449
DB00041	C0009404
DB00871	C0034067
DB00153	C1510471
DB00835	C0035460
DB00598	C0027051
DB00770	C0242350
DB00902	C1260880
DB00288	C0016509
DB00074	C0238217
DB00493	C0022729
DB01380	C0026769
DB00218	C0343402
DB02300	C0406317
DB01400	C0026896
DB00595	C0153195
DB00232	C0018802
DB00428	C0019829
DB00446	C0004669
DB03856	C0020555
DB00214	C0003962
DB00860	C0002875
DB00681	C0035793
DB00434	C0037771
DB09321	C1444173
DB09320	C1318559
DB00935	C0235267
DB00704	C0001973
DB00493	C2242472
DB03904	C0015230
DB00575	C1263846
DB00464	C0042345
DB00874	C0010200
DB01364	C0018621
DB00660	C0026821
DB00603	C0042134
DB09345	C1384589
DB01607	C0276089
DB04465	C0022951
DB00246	C0236780
DB00340	C0242422
DB01333	C0749958
DB03793	C1527383
DB00008	C0242383
DB06155	C0028754
DB00316	C0033893
DB01364	C0393735
DB03843	C0043037
DB01237	C0010200
DB00645	C0015468
DB00796	C0020538
DB00858	C0010543
DB00764	C0004096
DB00031	C0027051
DB02703	C0008149
DB02703	C0178299
