"id","struct_id","concept_id","relationship_name","concept_name","umls_cui","snomed_full_name","cui_semantic_type","snomed_conceptid","id-2","identifier","id_type","struct_id-2","parent_match"
153052,102,21001820,"indication","Pneumonia due to Mycoplasma pneumoniae","C0032302","Pneumonia due to Mycoplasma pneumoniae","T047",46970008,1342395,"DB09335","DRUGBANK_ID",102,NULL
153055,157,21001809,"indication","Pneumonia due to Escherichia coli","C0276089","Pneumonia due to Escherichia coli","T047",51530003,1340549,"DB00479","DRUGBANK_ID",157,NULL
153058,2132,21001752,"indication","Sore throat symptom","C0242429","Sore throat symptom","T184",267102003,1341503,"DB01620","DRUGBANK_ID",2132,NULL
153065,2082,21001034,"indication","Pneumococcal meningitis","C0025295","Pneumococcal meningitis","T047",51169003,1341103,"DB01053","DRUGBANK_ID",2082,NULL
153066,2082,21000053,"indication","Anthrax septicemia","C0152946","Anthrax septicemia","T047",14972006,1341103,"DB01053","DRUGBANK_ID",2082,NULL
153078,4213,21003118,"indication","Eruption of skin","C0015230","Eruption of skin","T047",271807003,1343861,"DB00741","DRUGBANK_ID",4213,True
153078,4213,21003118,"indication","Eruption of skin","C0015230","Eruption of skin","T047",271807003,1343628,"DB14539","DRUGBANK_ID",4213,NULL
153079,4213,21001879,"indication","Berylliosis","C0005138","Berylliosis","T037",8247009,1343861,"DB00741","DRUGBANK_ID",4213,True
153079,4213,21001879,"indication","Berylliosis","C0005138","Berylliosis","T037",8247009,1343628,"DB14539","DRUGBANK_ID",4213,NULL
153081,4240,21002168,"indication","Pruritus ani","C0033775","Pruritus ani","T184",90446007,1342384,"DB09321","DRUGBANK_ID",4240,NULL
153089,4191,21002311,"indication","Bladder muscle dysfunction - overactive","C0403643","Bladder muscle dysfunction - overactive","T047",236633002,1343971,"DB15578","DRUGBANK_ID",4191,True
153089,4191,21002311,"indication","Bladder muscle dysfunction - overactive","C0403643","Bladder muscle dysfunction - overactive","T047",236633002,1341879,"DB06702","DRUGBANK_ID",4191,NULL
153092,1547,21000608,"indication","Zollinger-Ellison syndrome","C0043515","Zollinger-Ellison syndrome","T047",53132006,1340518,"DB00448","DRUGBANK_ID",1547,NULL
153112,1606,21000931,"indication","Induce Anterograde Amnesia",NULL,NULL,NULL,NULL,1340263,"DB00186","DRUGBANK_ID",1606,NULL
153120,192,21002602,"indication","Rhinoscleroma","C0035468","Rhinoscleroma","T047",72409005,1341110,"DB01060","DRUGBANK_ID",192,NULL
153125,197,21004187,"indication","Candidal septicemia","C0349009","Candidal septicemia","T047",187022007,1340746,"DB00681","DRUGBANK_ID",197,NULL
153126,197,21000111,"indication","Septicemia due to fungus","C2960008","Septicemia due to fungus","T047",446903007,1340746,"DB00681","DRUGBANK_ID",197,NULL
153127,197,21000325,"indication","Candidiasis of skin","C0006846","Candidiasis of skin","T047",49883006,1340746,"DB00681","DRUGBANK_ID",197,NULL
153129,258,21000226,"indication","Plasmodium Falciparum Malaria Prevention",NULL,NULL,NULL,NULL,1341165,"DB01117","DRUGBANK_ID",258,NULL
153130,239,21011074,"indication","Percutaneous coronary intervention","C1532338","Percutaneous coronary intervention","T061",415070008,1340352,"DB00278","DRUGBANK_ID",239,NULL
153133,249,21001770,"indication","Allergic rhinitis","C2607914","Allergic rhinitis","T047",61582004,1340703,"DB00637","DRUGBANK_ID",249,NULL
153134,224,21004249,"indication","Nasal discharge","C1260880","Nasal discharge","T184",64531003,1341990,"DB08799","DRUGBANK_ID",224,NULL
153137,268,21002745,"indication","Urticaria","C0042109","Urticaria","T047",126485001,1340783,"DB00719","DRUGBANK_ID",268,NULL
153140,279,21001809,"indication","Pneumonia due to Escherichia coli","C0276089","Pneumonia due to Escherichia coli","T047",51530003,1340428,"DB00355","DRUGBANK_ID",279,NULL
153141,279,21000132,"indication","Infection due to Escherichia coli","C0014836","Infection due to Escherichia coli","T047",71057007,1340428,"DB00355","DRUGBANK_ID",279,NULL
153142,279,21003281,"indication","Aerobic Gram-Negative Bacteremia",NULL,NULL,NULL,NULL,1340428,"DB00355","DRUGBANK_ID",279,NULL
153144,2152,21001105,"indication","Epilepsy","C0014544","Epilepsy","T047",84757009,1340327,"DB00252","DRUGBANK_ID",2152,NULL
153145,2152,21013430,"indication","Bipolar disorder in remission","C0270425","Bipolar disorder in remission","T048",85248005,1340327,"DB00252","DRUGBANK_ID",2152,NULL
153147,2187,21000102,"indication","Sepsis due to Pseudomonas","C2887096","Sepsis due to Pseudomonas","T047",448813005,1340393,"DB00319","DRUGBANK_ID",2187,NULL
153158,2303,21001448,"indication","Myocardial Reinfarction Prevention",NULL,NULL,NULL,NULL,1340639,"DB00571","DRUGBANK_ID",2303,NULL
153162,2303,21001547,"indication","Life-Threatening Ventricular Tachycardia",NULL,NULL,NULL,NULL,1340639,"DB00571","DRUGBANK_ID",2303,NULL
153163,2284,21003174,"indication","Sneezing","C0037383","Sneezing","T033",76067001,1340490,"DB00420","DRUGBANK_ID",2284,NULL
153166,2282,21000226,"indication","Plasmodium Falciparum Malaria Prevention",NULL,NULL,NULL,NULL,1341179,"DB01131","DRUGBANK_ID",2282,NULL
153192,1584,21001804,"indication","Pneumonia due to Streptococcus","C0155862","Pneumonia due to Streptococcus","T047",34020007,1340668,"DB00601","DRUGBANK_ID",1584,NULL
153193,1768,21002844,"indication","Tendinitis","C0039503","Tendinitis","T047",34840004,1341013,"DB00959","DRUGBANK_ID",1768,NULL
153195,1765,21003090,"indication","Chronic pain","C0150055","Chronic pain","T047",82423001,1340768,"DB00704","DRUGBANK_ID",1765,NULL
153199,1751,21000482,"indication","Acute lymphoid leukemia","C0023449","Acute lymphoid leukemia","T191",91857003,1340631,"DB00563","DRUGBANK_ID",1751,NULL
153201,1751,21000521,"indication","Malignant tumor of lung","C0242379","Malignant tumor of lung","T191",363358000,1340631,"DB00563","DRUGBANK_ID",1751,NULL
153203,1732,21001028,"indication","Attention deficit hyperactivity disorder","C1263846","Attention deficit hyperactivity disorder","T048",406506008,1341466,"DB01577","DRUGBANK_ID",1732,NULL
153211,1790,21002189,"indication","Abscess of liver","C0023885","Abscess of liver","T047",27916005,1340970,"DB00916","DRUGBANK_ID",1790,NULL
153212,1813,21001385,"indication","Infective otitis media","C0729586","Infective otitis media","T047",312218008,1341070,"DB01017","DRUGBANK_ID",1813,NULL
153213,1813,21000057,"indication","Brucellosis","C0006309","Brucellosis","T047",75702008,1341070,"DB01017","DRUGBANK_ID",1813,NULL
153214,1800,21000317,"indication","Pityriasis versicolor","C0040262","Pityriasis versicolor","T047",56454009,1341158,"DB01110","DRUGBANK_ID",1800,NULL
153218,277,21002894,"indication","Infection of bone","C2242472","Infection of bone","T047",111253001,1341111,"DB01061","DRUGBANK_ID",277,NULL
153223,329,21000789,"indication","Obesity","C0028754","Obesity","T047",414916001,1340920,"DB00865","DRUGBANK_ID",329,NULL
153233,349,21001882,"indication","Aspiration pneumonitis","C1761609","Aspiration pneumonitis","T047",155597006,1343732,"DB00443","DRUGBANK_ID",349,True
153250,2389,21013692,"indication","Mixed bipolar I disorder","C0236780","Mixed bipolar I disorder","T048",16506000,1340797,"DB00734","DRUGBANK_ID",2389,NULL
153257,2356,21011303,"indication","Left ventricular cardiac dysfunction","C1997351","Left ventricular cardiac dysfunction","T047",429589006,1343953,"DB14208","DRUGBANK_ID",2356,True
153257,2356,21011303,"indication","Left ventricular cardiac dysfunction","C1997351","Left ventricular cardiac dysfunction","T047",429589006,1340255,"DB00178","DRUGBANK_ID",2356,NULL
153281,4512,21000953,"indication","Bipolar affective disorder, current episode manic","C0338873","Bipolar affective disorder, current episode manic","T048",191618007,1343617,"DB14507","DRUGBANK_ID",4512,NULL
153282,4517,21002114,"indication","Constipation","C0009806","Constipation","T184",14760008,1343080,"DB13359","DRUGBANK_ID",4517,NULL
153283,4517,21000723,"indication","Hypomagnesemia","C0151723","Hypomagnesemia","T033",190855004,1343080,"DB13359","DRUGBANK_ID",4517,NULL
153292,1782,21001999,"indication","Gastroesophageal reflux disease","C0017168","Gastroesophageal reflux disease","T047",235595009,1341279,"DB01233","DRUGBANK_ID",1782,NULL
153295,1878,21000999,"indication","Opioid dependence","C0524662","Opioid dependence","T048",75544000,1341231,"DB01183","DRUGBANK_ID",1878,NULL
153296,1883,21002811,"indication","Osteoarthritis","C0029408","Osteoarthritis","T047",396275006,1340847,"DB00788","DRUGBANK_ID",1883,NULL
153301,1981,21001853,"indication","Moraxella Catarrhalis Chronic Bronchitis",NULL,NULL,NULL,NULL,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153302,1981,21000267,"indication","Acute gonococcal cervicitis","C0153195","Acute gonococcal cervicitis","T047",20943002,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153303,1981,21011577,"indication","Chronic Staphylococcus epidermidis Prostatitis",NULL,NULL,NULL,NULL,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153305,1967,21002326,"indication","Bacterial urinary infection","C0729524","Bacterial urinary infection","T047",312124009,1341109,"DB01059","DRUGBANK_ID",1967,NULL
153306,1967,21002458,"indication","Streptococcal Endomyometritis",NULL,NULL,NULL,NULL,1341109,"DB01059","DRUGBANK_ID",1967,NULL
153307,1977,21000319,"indication","Candidiasis of mouth","C0006849","Candidiasis of mouth","T047",79740000,1340712,"DB00646","DRUGBANK_ID",1977,NULL
153309,463,21003076,"indication","Influenza-like symptoms","C0392171","Influenza-like symptoms","T184",315642008,1340278,"DB00201","DRUGBANK_ID",463,NULL
153310,444,21000317,"indication","Pityriasis versicolor","C0040262","Pityriasis versicolor","T047",56454009,1341139,"DB01091","DRUGBANK_ID",444,NULL
153313,466,21000732,"indication","Hypocalcemia","C0020598","Hypocalcemia","T046",5291005,1340218,"DB00136","DRUGBANK_ID",466,NULL
153319,520,21001205,"indication","Open-angle glaucoma","C0017612","Open-angle glaucoma","T047",84494001,1340589,"DB00521","DRUGBANK_ID",520,NULL
153322,537,21001380,"indication","Moraxella Catarrhalis Acute Otitis Media",NULL,NULL,NULL,NULL,1340736,"DB00671","DRUGBANK_ID",537,NULL
153323,546,21002348,"indication","Staphylococcus Epidermidis Urinary Tract Infection",NULL,NULL,NULL,NULL,1340563,"DB00493","DRUGBANK_ID",546,NULL
153325,533,21001840,"indication","Haemophilus Influenzae Bronchitis",NULL,NULL,NULL,NULL,1340603,"DB00535","DRUGBANK_ID",533,NULL
153326,556,21000083,"indication","Streptococcal tonsillitis","C0275804","Streptococcal tonsillitis","T047",41582007,1341198,"DB01150","DRUGBANK_ID",556,NULL
153328,564,21000104,"indication","Bacterial infection due to Klebsiella pneumoniae","C0343402","Bacterial infection due to Klebsiella pneumoniae","T047",186435004,1341259,"DB01212","DRUGBANK_ID",564,NULL
153330,2440,21000789,"indication","Obesity","C0028754","Obesity","T047",414916001,1341153,"DB01105","DRUGBANK_ID",2440,NULL
153331,2416,21002731,"indication","Acne vulgaris","C0001144","Acne vulgaris","T047",88616000,1343948,"DB14006","DRUGBANK_ID",2416,NULL
153331,2416,21002731,"indication","Acne vulgaris","C0001144","Acne vulgaris","T047",88616000,1343940,"DB13860","DRUGBANK_ID",2416,NULL
153331,2416,21002731,"indication","Acne vulgaris","C0001144","Acne vulgaris","T047",88616000,1340990,"DB00936","DRUGBANK_ID",2416,NULL
153332,2424,21001219,"indication","Cycloplegia","C0235238","Cycloplegia","T047",68158006,1340810,"DB00747","DRUGBANK_ID",2424,NULL
153333,2424,21001200,"indication","Prevention of Posterior Synechiae",NULL,NULL,NULL,NULL,1340810,"DB00747","DRUGBANK_ID",2424,NULL
153335,2552,21013494,"indication","Intractable Eczema",NULL,NULL,NULL,NULL,1340919,"DB00864","DRUGBANK_ID",2552,NULL
153339,2475,21003269,"indication","Ascites","C0003962","Ascites","T033",389026000,1340491,"DB00421","DRUGBANK_ID",2475,NULL
153345,2611,21000196,"indication","Ornithosis","C0029291","Ornithosis","T047",75116005,1340822,"DB00759","DRUGBANK_ID",2611,NULL
153346,2607,21002932,"indication","Bilateral Anorchia",NULL,NULL,NULL,NULL,1340690,"DB00624","DRUGBANK_ID",2607,NULL
153348,2571,21002683,"indication","Psoriasis","C0033860","Psoriasis","T047",9014002,1340858,"DB00799","DRUGBANK_ID",2571,NULL
153351,78,21002685,"indication","Severe Recalcitrant Psoriasis",NULL,NULL,NULL,NULL,1340529,"DB00459","DRUGBANK_ID",78,NULL
153621,547,21002421,"indication","E. Coli Pelvic Inflammatory Disease",NULL,NULL,NULL,NULL,1341354,"DB01330","DRUGBANK_ID",547,NULL
153355,138,21004624,"indication","Aorta Dextratransposition with Intact Ventricular Septum",NULL,NULL,NULL,NULL,1340832,"DB00770","DRUGBANK_ID",138,NULL
153357,156,21002297,"indication","Prevention of Cancer Chemotherapy-Induced Renal Impairment",NULL,NULL,NULL,NULL,1341191,"DB01143","DRUGBANK_ID",156,NULL
153359,112,21009027,"indication","Hypogonadal Osteoporosis in Males",NULL,NULL,NULL,NULL,1340696,"DB00630","DRUGBANK_ID",112,NULL
153361,180,21001022,"indication","Depressive disorder","C0011581","Depressive disorder","T048",35489007,1340395,"DB00321","DRUGBANK_ID",180,NULL
153364,192,21001816,"indication","Moraxella Catarrhalis Pneumonia",NULL,NULL,NULL,NULL,1341110,"DB01060","DRUGBANK_ID",192,NULL
153367,197,21000349,"indication","Cryptococcosis","C0010414","Cryptococcosis","T047",42386007,1340746,"DB00681","DRUGBANK_ID",197,NULL
153383,2032,21001775,"indication","Nasal congestion","C0027424","Nasal congestion","T184",68235000,1340989,"DB00935","DRUGBANK_ID",2032,NULL
153390,1982,21013401,"indication","Agitation associated with Bipolar Mania",NULL,NULL,NULL,NULL,1340407,"DB00334","DRUGBANK_ID",1982,NULL
153391,2017,21001102,"indication","Epilepsy characterized by intractable complex partial seizures","C2711653","Epilepsy characterized by intractable complex partial seizures","T047",442481002,1340838,"DB00776","DRUGBANK_ID",2017,NULL
153393,564,21002127,"indication","Peptostreptococcus Peritonitis",NULL,NULL,NULL,NULL,1341259,"DB01212","DRUGBANK_ID",564,NULL
153394,564,21001806,"indication","Staphylococcal pneumonia","C0032308","Staphylococcal pneumonia","T047",22754005,1341259,"DB01212","DRUGBANK_ID",564,NULL
153395,576,21001804,"indication","Pneumonia due to Streptococcus","C0155862","Pneumonia due to Streptococcus","T047",34020007,1341357,"DB01333","DRUGBANK_ID",576,NULL
153396,576,21002597,"indication","Infection due to Staphylococcus aureus","C1318973","Infection due to Staphylococcus aureus","T047",406602003,1341357,"DB01333","DRUGBANK_ID",576,NULL
153397,571,21002591,"indication","Infection of skin AND/OR subcutaneous tissue","C0178299","Infection of skin AND/OR subcutaneous tissue","T047",19824006,1340635,"DB00567","DRUGBANK_ID",571,NULL
153398,565,21003438,"indication","Prevention of Perioperative Infection",NULL,NULL,NULL,NULL,1341160,"DB01112","DRUGBANK_ID",565,NULL
153399,594,21000923,"indication","Alcohol withdrawal delirium","C0001957","Alcohol withdrawal delirium","T047",8635005,1340545,"DB00475","DRUGBANK_ID",594,NULL
153400,585,21001770,"indication","Allergic rhinitis","C2607914","Allergic rhinitis","T047",61582004,1341643,"DB04837","DRUGBANK_ID",585,NULL
153401,581,21001770,"indication","Allergic rhinitis","C2607914","Allergic rhinitis","T047",61582004,1340414,"DB00341","DRUGBANK_ID",581,NULL
153402,585,21001772,"indication","Vasomotor rhinitis","C0035460","Vasomotor rhinitis","T047",8229003,1341643,"DB04837","DRUGBANK_ID",585,NULL
153404,607,21000226,"indication","Plasmodium Falciparum Malaria Prevention",NULL,NULL,NULL,NULL,1340675,"DB00608","DRUGBANK_ID",607,NULL
153416,2706,21001117,"indication","Migraine Prevention",NULL,NULL,NULL,NULL,1340348,"DB00273","DRUGBANK_ID",2706,NULL
153420,2722,21002702,"indication","Hyperkeratosis","C0870082","Hyperkeratosis","T047",396228006,1340818,"DB00755","DRUGBANK_ID",2722,NULL
153421,2656,21001819,"indication","Bacterial pneumonia","C0004626","Bacterial pneumonia","T047",53084003,1341491,"DB01607","DRUGBANK_ID",2656,NULL
153422,2656,21002880,"indication","Osteomyelitis due to Staphylococcus aureus","C1997728","Osteomyelitis due to Staphylococcus aureus","T047",428783003,1341491,"DB01607","DRUGBANK_ID",2656,NULL
153423,2656,21002453,"indication","Enterobacter Endometritis",NULL,NULL,NULL,NULL,1341491,"DB01607","DRUGBANK_ID",2656,NULL
153424,2661,21002622,"indication","Complicated Skin and Skin Structure Streptococcus Pyogenes Infection",NULL,NULL,NULL,NULL,1340628,"DB00560","DRUGBANK_ID",2661,NULL
153425,2684,21002883,"indication","Enterobacter Osteomyelitis",NULL,NULL,NULL,NULL,1340749,"DB00684","DRUGBANK_ID",2684,NULL
153430,2684,21000772,"indication","Synergy for P. Aeruginosa Infection in Cystic Fibrosis",NULL,NULL,NULL,NULL,1340749,"DB00684","DRUGBANK_ID",2684,NULL
153431,2683,21002855,"indication","Spasticity","C0026838","Spasticity","T184",221360009,1340761,"DB00697","DRUGBANK_ID",2683,NULL
153432,2727,21003378,"indication","Angioedema","C0002994","Angioedema","T046",41291007,1343744,"DB00620","DRUGBANK_ID",2727,True
153434,2745,21001058,"indication","Arteriosclerotic Parkinsonism",NULL,NULL,NULL,NULL,1340449,"DB00376","DRUGBANK_ID",2745,NULL
153435,2727,21001125,"indication","Cerebral edema","C0006114","Cerebral edema","T046",2032001,1343744,"DB00620","DRUGBANK_ID",2727,True
153436,2727,21000482,"indication","Acute lymphoid leukemia","C0023449","Acute lymphoid leukemia","T191",91857003,1343744,"DB00620","DRUGBANK_ID",2727,True
153439,2739,21000533,"indication","Malignant tumor of ovary","C1140680","Malignant tumor of ovary","T191",363443007,1343586,"DB14031","DRUGBANK_ID",2739,NULL
153442,197,21000337,"indication","Blastomycosis","C0005716","Blastomycosis","T047",69996000,1340746,"DB00681","DRUGBANK_ID",197,NULL
153443,197,21000291,"indication","Lymphogranuloma venereum","C0024286","Lymphogranuloma venereum","T047",186946009,1340746,"DB00681","DRUGBANK_ID",197,NULL
153446,209,21000909,"indication","Essential thrombocythemia","C0040028","Essential thrombocythemia","T047",109994006,1340336,"DB00261","DRUGBANK_ID",209,NULL
153449,224,21001283,"indication","Allergic conjunctivitis","C0009766","Allergic conjunctivitis","T047",473460002,1341990,"DB08799","DRUGBANK_ID",224,NULL
153452,279,21002154,"indication","Peritonitis","C0031154","Peritonitis","T047",48661000,1340428,"DB00355","DRUGBANK_ID",279,NULL
153453,279,21002440,"indication","Endometritis","C0014179","Endometritis","T047",78623009,1340428,"DB00355","DRUGBANK_ID",279,NULL
153454,276,21001286,"indication","Bacterial conjunctivitis","C0009768","Bacterial conjunctivitis","T047",128350005,1340284,"DB00207","DRUGBANK_ID",276,NULL
153483,640,21000110,"indication","Bacterial septicemia","C0684256","Bacterial septicemia","T047",10001005,1341481,"DB01597","DRUGBANK_ID",640,NULL
153484,640,21001804,"indication","Pneumonia due to Streptococcus","C0155862","Pneumonia due to Streptococcus","T047",34020007,1341481,"DB01597","DRUGBANK_ID",640,NULL
153486,678,21002159,"indication","Infectious disease of abdomen","C1112209","Infectious disease of abdomen","T047",128070006,1341238,"DB01190","DRUGBANK_ID",678,NULL
153622,547,21002614,"indication","Skin and Skin Structure Fusobacterium Infection",NULL,NULL,NULL,NULL,1341354,"DB01330","DRUGBANK_ID",547,NULL
153488,669,21001380,"indication","Moraxella Catarrhalis Acute Otitis Media",NULL,NULL,NULL,NULL,1340828,"DB00766","DRUGBANK_ID",669,NULL
153492,4606,21002686,"indication","Plaque psoriasis","C0406317","Plaque psoriasis","T047",200965009,1343758,"DB00838","DRUGBANK_ID",4606,True
153496,734,21000591,"indication","Thyroiditis","C0040147","Thyroiditis","T047",82119001,1343966,"DB14681","DRUGBANK_ID",734,True
153496,734,21000591,"indication","Thyroiditis","C0040147","Thyroiditis","T047",82119001,1341378,"DB01380","DRUGBANK_ID",734,NULL
153498,749,21001772,"indication","Vasomotor rhinitis","C0035460","Vasomotor rhinitis","T047",8229003,1341224,"DB01176","DRUGBANK_ID",749,NULL
153509,2807,21001486,"indication","Streptococcal Endocarditis",NULL,NULL,NULL,NULL,1340580,"DB00512","DRUGBANK_ID",2807,NULL
153511,2825,21013610,"indication","Burkitt's lymphoma","C0006413","Burkitt's lymphoma","T191",118617000,1340609,"DB00541","DRUGBANK_ID",2825,NULL
153515,2798,21000171,"indication","Herpes zoster","C0019360","Herpes zoster","T047",4740000,1340645,"DB00577","DRUGBANK_ID",2798,NULL
153532,396,21001205,"indication","Open-angle glaucoma","C0017612","Open-angle glaucoma","T047",84494001,1341242,"DB01194","DRUGBANK_ID",396,NULL
153550,494,21001738,"indication","Common cold","C0009443","Common cold","T047",82272006,1342527,"DB11186","DRUGBANK_ID",494,NULL
153558,2187,21002422,"indication","Bacteroides Pelvic Inflammatory Disease",NULL,NULL,NULL,NULL,1340393,"DB00319","DRUGBANK_ID",2187,NULL
153559,2187,21002572,"indication","Postoperative infection","C0392618","Postoperative infection","T046",33910007,1340393,"DB00319","DRUGBANK_ID",2187,NULL
153565,2253,21000468,"indication","Humoral hypercalcemia of malignancy","C0149911","Humoral hypercalcemia of malignancy","T047",47709007,1340701,"DB00635","DRUGBANK_ID",2253,NULL
153569,2245,21001666,"indication","Giant cell arteritis","C0039483","Giant cell arteritis","T047",414341000,1340915,"DB00860","DRUGBANK_ID",2245,NULL
153575,802,21000220,"indication","Typhus Infections",NULL,NULL,NULL,NULL,1340684,"DB00618","DRUGBANK_ID",802,NULL
153585,839,21000209,"indication","Prevention of CMV Disease After Organ Transplant",NULL,NULL,NULL,NULL,1340453,"DB00380","DRUGBANK_ID",839,NULL
153595,1790,21001924,"indication","Lower respiratory tract infection","C0149725","Lower respiratory tract infection","T047",50417007,1340970,"DB00916","DRUGBANK_ID",1790,NULL
153597,1813,21000291,"indication","Lymphogranuloma venereum","C0024286","Lymphogranuloma venereum","T047",186946009,1341070,"DB01017","DRUGBANK_ID",1813,NULL
153602,1845,21003024,"indication","General anesthesia","C0002915","General anesthesia","T061",50697003,1340369,"DB00295","DRUGBANK_ID",1845,NULL
153603,1813,21001949,"indication","Periodontitis","C0031099","Periodontitis","T047",41565005,1341070,"DB01017","DRUGBANK_ID",1813,NULL
153608,1878,21003539,"indication","Opiate-Induced Respiratory Depression",NULL,NULL,NULL,NULL,1341231,"DB01183","DRUGBANK_ID",1878,NULL
153612,1890,21000952,"indication","Major depressive disorder","C1269683","Major depressive disorder","T048",370143000,1341197,"DB01149","DRUGBANK_ID",1890,NULL
153614,512,21000480,"indication","Multiple myeloma","C0026764","Multiple myeloma","T191",109989006,1340337,"DB00262","DRUGBANK_ID",512,NULL
153616,546,21002433,"indication","Enterococcus Pelvic Inflammatory Disease",NULL,NULL,NULL,NULL,1340563,"DB00493","DRUGBANK_ID",546,NULL
153617,546,21002345,"indication","Morganella Morganii Urinary Tract Infection",NULL,NULL,NULL,NULL,1340563,"DB00493","DRUGBANK_ID",546,NULL
153618,546,21002432,"indication","Fusobacterium Pelvic Inflammatory Disease",NULL,NULL,NULL,NULL,1340563,"DB00493","DRUGBANK_ID",546,NULL
153619,559,21013432,"indication","Bacterial meningitis","C0085437","Bacterial meningitis","T047",95883001,1340508,"DB00438","DRUGBANK_ID",559,NULL
153620,559,21001801,"indication","Haemophilus influenzae pneumonia","C0276026","Haemophilus influenzae pneumonia","T047",70036007,1340508,"DB00438","DRUGBANK_ID",559,NULL
153623,564,21001810,"indication","Gram-Negative Aerobic Bacillary Pneumonia",NULL,NULL,NULL,NULL,1341259,"DB01212","DRUGBANK_ID",564,NULL
153624,562,21001834,"indication","Acute bacterial bronchitis","C0339933","Acute bacterial bronchitis","T047",233598009,1341402,"DB01415","DRUGBANK_ID",562,NULL
153628,2279,21002510,"indication","Atrophic vaginitis","C0221392","Atrophic vaginitis","T047",52441000,1340468,"DB00396","DRUGBANK_ID",2279,NULL
153630,2326,21003076,"indication","Influenza-like symptoms","C0392171","Influenza-like symptoms","T184",315642008,1340909,"DB00852","DRUGBANK_ID",2326,NULL
153632,2377,21003414,"indication","Meningococcus carrier","C0421162","Meningococcus carrier","T033",170486006,1341096,"DB01045","DRUGBANK_ID",2377,NULL
153635,2403,21011415,"indication","Regional Anesthesia for Surgery",NULL,NULL,NULL,NULL,1340370,"DB00296","DRUGBANK_ID",2403,NULL
153642,2337,21000954,"indication","Bipolar disorder","C0005586","Bipolar disorder","T048",13746004,1341270,"DB01224","DRUGBANK_ID",2337,NULL
153645,2342,21002508,"indication","Menopausal flushing","C0600142","Menopausal flushing","T184",198436008,1341608,"DB04575","DRUGBANK_ID",2342,NULL
153648,865,21001357,"indication","Postoperative Ocular Pain",NULL,NULL,NULL,NULL,1340654,"DB00586","DRUGBANK_ID",865,NULL
153669,968,21002493,"indication","Premenstrual dysphoric disorder","C0520676","Premenstrual dysphoric disorder","T048",596004,1341385,"DB01395","DRUGBANK_ID",968,NULL
153672,961,21001750,"indication","Pharyngitis","C0031350","Pharyngitis","T047",405737000,1340329,"DB00254","DRUGBANK_ID",961,NULL
153674,934,21002836,"indication","Backache","C0004604","Backache","T184",161891005,1340884,"DB00825","DRUGBANK_ID",934,NULL
153679,1981,21001834,"indication","Acute bacterial bronchitis","C0339933","Acute bacterial bronchitis","T047",233598009,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153680,1981,21002881,"indication","Pseudomonas Aeruginosa Osteomyelitis",NULL,NULL,NULL,NULL,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153681,1967,21001833,"indication","Bronchitis","C0006277","Bronchitis","T047",32398004,1341109,"DB01059","DRUGBANK_ID",1967,NULL
153682,1981,21001368,"indication","Otitis externa","C0029878","Otitis externa","T047",3135009,1341213,"DB01165","DRUGBANK_ID",1981,NULL
153684,1943,21009925,"indication","Infection by Cryptosporidium","C0010418","Infection by Cryptosporidium","T047",58777003,1340576,"DB00507","DRUGBANK_ID",1943,NULL
153687,1960,21001855,"indication","Pulmonary emphysema","C0034067","Pulmonary emphysema","T047",87433001,1340441,"DB00368","DRUGBANK_ID",1960,NULL
153692,576,21001385,"indication","Infective otitis media","C0729586","Infective otitis media","T047",312218008,1341357,"DB01333","DRUGBANK_ID",576,NULL
153693,575,21000101,"indication","Septicemia due to Escherichia coli","C0276088","Septicemia due to Escherichia coli","T047",9323009,1341187,"DB01139","DRUGBANK_ID",575,NULL
153694,565,21000244,"indication","Lyme disease","C0024198","Lyme disease","T047",23502006,1341160,"DB01112","DRUGBANK_ID",565,NULL
153695,565,21001806,"indication","Staphylococcal pneumonia","C0032308","Staphylococcal pneumonia","T047",22754005,1341160,"DB01112","DRUGBANK_ID",565,NULL
153697,594,21002509,"indication","Anxiety associated with Menopause",NULL,NULL,NULL,NULL,1340545,"DB00475","DRUGBANK_ID",594,NULL
153699,609,21001435,"indication","Hypertensive urgency","C0745138","Hypertensive urgency","T047",443482000,1340935,"DB00880","DRUGBANK_ID",609,NULL
153709,659,21002875,"indication","Acute osteomyelitis","C0158371","Acute osteomyelitis","T047",409780002,1340605,"DB00537","DRUGBANK_ID",659,NULL
153710,659,21002883,"indication","Enterobacter Osteomyelitis",NULL,NULL,NULL,NULL,1340605,"DB00537","DRUGBANK_ID",659,NULL
153715,674,21001432,"indication","Hypertensive disorder","C0020538","Hypertensive disorder","T047",38341003,1341675,"DB04920","DRUGBANK_ID",674,NULL
153716,668,21001839,"indication","Streptococcus Pneumoniae Bronchitis",NULL,NULL,NULL,NULL,1341258,"DB01211","DRUGBANK_ID",668,NULL
153717,668,21001846,"indication","Acute exacerbation of chronic bronchitis","C0856695","Acute exacerbation of chronic bronchitis","T047",425748003,1341258,"DB01211","DRUGBANK_ID",668,NULL
